H1 H2 H3 H4 H5 H6 H7 H8 H9 H10 H11 H12 H13 H14 H15 H16 H17 H18 H19 H20 H21 H22 H23 H24 H25 H26 H27 H28 H29 H30 H31 H32 H33 H34 H35 H36 H37 H38 H39 H40 H41 H42 H43 H44 H45 H46 H47 H48 H49 H50 H51 H52 H53 H54 H55 H56 H57 H58 H59 H60 H61 H62 H63 H64 H65 H66 H67 H68 H69 H70 H71 H72 H73 H74 H75 H76 H77 H78 H79 H80 H81 H82 H83 H84 H85 H86 H87 H88 H89 H90 H91 H92 H93 H94 H95 H96 H97 H98 H99 H100 H101 H102 H103 H104 H105 H106 H107 H108 H109 H110 H111 H112 H113 H114 H115 H116 H117 H118 H119 H120 H121 H122 H123 H124 H125 H126 H127 H128 H129 H130 H131
H31 -0.208503504653449 -0.209756223253001 -0.15798409083661 -0.189779031096497 -0.188367652227828 -0.164517662358595 -0.137599223525504 -0.235798850911326 -0.199888189919957 0.0301085660970234 0.0733845802813747 0.0494107749671193 0.0660192270883927 -0.102300796173147 -0.0505286637567559 -0.0823236040166433 -0.179771744006781 -0.12799961159039 -0.159794551850278 0.481103371542254 0.412736290303492 0.428301476340482 0.411016103239685 0.406997024952368 0.418308066305895 0.39298629266485 0.444913622189258 0.460489586644206 0.384260194481095 0.495820271864766 0.818953500535243 0.413821943424691 0.415434285756006 0.433587321502442 0.416933878569129 0.45835225058425 0.371915091085586 0.36624067790094 0.381558808065628 0.407849367711807 0.407116253631917 0.470076081124414 0.371734037885051 0.400429214135386 0.39286754840858 0.559143719581079 0.467009802874024 0.565006694527083 0.590905234634714 0.540837484972652 0.47671110567136 0.466075955897889 0.486228872598857 0.475686308224589 0.546817084823082 0.437408512880278 0.546502936326636 0.482374679885137 0.45054982648777 0.45484508659704 0.470773590093296 0.484992624390793 0.489874036667679 0.436305844391404 0.526982192004791 0.45189240560558 0.411547636682592 0.4700085646299 0.470417175665755 0.358647585213908 0.493270509935633 0.480304920872606 0.460503756025117 0.459207439330454 0.468569706385385 0.470910863539989 0.442499074907882 0.410813795967783 0.374735161204413 0.414314723005276 0.457332176264449 0.380371426055835 0.395546893564852 0.470027457137782 0.529010351168237 0.528047014924992 0.338695219750455 0.415474069017796 0.574805729720963 0.429926958653241 0.53314018072772 0.523913552190916 0.438786152132907 0.50745938888401 0.476645890187422 0.539517492090227 0.487812391745071 0.489217945889153 0.443953192485687 0.545522342504075 0.494123397671261 0.399973311276916 0.506639805248815 0.367928105840504 0.515393152242015 0.359360898492268 0.355182444946153 0.394290541790708 0.371025266074932 0.354311028020102 0.409736499148148 0.466124095461242 0.3936155585043 0.388172457435388 0.425631516885242 0.446082898878998 0.376591592315445 0.338288243643166 0.402262332376115 0.481845508005716 0.421868032430519 0.383971902077167 0.389378792505973 0.431347711577703 0.383175025783176 0.380964602360998 0.419752434865209 0.305577561727197 0.494241657504252 0.356952588160609 0.373625165813444
H32 -0.125239983714388 -0.14050670445859 -0.100037378199983 -0.125545594250541 -0.110932833287781 -0.0749157050251688 -0.0758331966512469 -0.152535329972265 -0.132382110506747 0.113372087036084 0.123020406037278 0.137971101144828 0.133525306501602 -0.0330512773787364 0.00741804887987066 -0.0180901671706875 -0.110522225212371 -0.0700528989537639 -0.0955611150043221 0.385029034777813 0.38159768303377 0.425900069040549 0.416282874235033 0.403384075031601 0.460253551401502 0.399782266846252 0.429163083695133 0.46036351548584 0.412716186737413 0.371717930811024 0.413821943424691 0.921364820424212 0.571272164665045 0.512278007793354 0.628170282561319 0.557432312689203 0.445190772857768 0.455621011584214 0.447380547737678 0.447408704840771 0.447059738421146 0.465613573878062 0.428964167386184 0.58032064654099 0.5491117373429 0.447023830545588 0.386537771080328 0.435666647874734 0.356419540894955 0.391019413046201 0.37603438443875 0.378423317839248 0.393079968016431 0.370148641598631 0.342974554444426 0.38215725247395 0.367519192040099 0.408344508855878 0.411595291822666 0.380512029912571 0.403650689493793 0.35916161886586 0.425779992620262 0.397897981396676 0.397206285507142 0.390095860064745 0.432276351003588 0.410058882840337 0.413392926058207 0.444917800340039 0.392313065412829 0.405004107582471 0.460436784506792 0.384106087325456 0.390121837263083 0.365616982929199 0.392980479585502 0.435568673266552 0.437683180879484 0.427493458311073 0.363341101811443 0.46439585486042 0.444687759835414 0.384650155220708 0.397313706369265 0.381028788445468 0.433069473017167 0.466218013024462 0.37119959790247 0.383112171862723 0.42611763564574 0.382827452080478 0.438645306064531 0.401382438042682 0.312606967376177 0.390711501499472 0.385251869486163 0.428337444768949 0.417742017704358 0.345388314537974 0.380895390385008 0.382582757771661 0.391742233131412 0.445887434085912 0.35974637831655 0.42366082243327 0.500293739187805 0.526806225248686 0.452811296012975 0.441903597592144 0.553481114213859 0.593032700570359 0.5858440407684 0.538159471980398 0.521579298068038 0.538543801299392 0.536625545667375 0.460454102639017 0.579124908229634 0.372739700612301 0.541559093999666 0.491141227412691 0.538457150085357 0.558714338897135 0.443958521141756 0.477577254494252 0.444485149798963 0.403630767586443 0.471967996240635 0.415918769587938 0.438146713404598
H33 -0.165869109102163 -0.149177699494357 -0.122884899390512 -0.142955948557326 -0.146575426547122 -0.134803925611206 -0.0924087685424568 -0.193164455360039 -0.168482725976403 0.0727429616483099 0.105957262115732 0.100636780689322 0.0974246910319464 -0.0417222724145028 -0.0154294723106585 -0.0355005214774722 -0.119193220248137 -0.0929004201442931 -0.112971469311107 0.41167746212137 0.382426955134546 0.479254146227497 0.440005869396575 0.455341923222587 0.492006710153574 0.44814242444976 0.462105622703023 0.513466419202614 0.464969533128602 0.392397294510469 0.415434285756006 0.571272164665045 0.801987301822412 0.557468947199679 0.536863215838645 0.514106766224572 0.409178806848174 0.413078535350121 0.437638371726174 0.465908769313716 0.466180349114518 0.523141563142884 0.393779596337159 0.594321750915837 0.546062595566005 0.417409400570399 0.395796129341908 0.434553019309172 0.416570076686583 0.408241447803266 0.391801090559813 0.381055128961265 0.38056749637802 0.413965514374011 0.360758035781878 0.379447933627289 0.385694208492821 0.45874360404079 0.458825168810395 0.416520362747574 0.455675024779825 0.35908223400101 0.422228503903021 0.402169807529822 0.379005473514813 0.435914733146503 0.456811966215689 0.471982407833186 0.406790418423865 0.427551770763285 0.41166268721136 0.410280627596309 0.513598787863607 0.396400689594128 0.382714097033186 0.341809092588009 0.40497958365397 0.4437632380074 0.431265359620269 0.419908419161054 0.39298144843206 0.422909784692056 0.463224761583384 0.419912355100196 0.358058647612437 0.406679909363338 0.412076203032915 0.454170951051371 0.396318822059973 0.394328205700652 0.408633406788905 0.360186779630091 0.420326294792121 0.398835643206133 0.345431307103987 0.427672816030131 0.409588023413127 0.417006965931351 0.421334197977036 0.407799411561158 0.352632864675749 0.360252358431488 0.357311182492906 0.409188434760844 0.392060983649008 0.417213451354035 0.44689909155124 0.513798794124934 0.419916836015527 0.405958118677595 0.528136633231611 0.574750626572974 0.498991609413794 0.516560430685729 0.533149929746211 0.519293970696341 0.497156250715399 0.438603887874175 0.541583739033986 0.412330949124771 0.531432770327897 0.526758025132424 0.510113362371043 0.57381617406774 0.44758763868946 0.472607374416034 0.466760203779507 0.367293753556624 0.525794870547908 0.380785910723949 0.394104583804473
H34 -0.20332144717902 -0.174448124267825 -0.14771946431868 -0.182447224215587 -0.175450929363073 -0.163228793671847 -0.117516669305813 -0.230616793436897 -0.192164847923777 0.0352906235714526 0.0807828742573303 0.070357661422405 0.0737425690845721 -0.066992697187971 -0.0402640372388264 -0.0749917971357335 -0.144463645021606 -0.117734985072461 -0.152462744969368 0.443209178882019 0.419262864588847 0.503989404383465 0.455322122421057 0.472128279793081 0.520273171801974 0.478772871699788 0.454358241201623 0.512183060830665 0.48203661298929 0.388484002156709 0.433587321502442 0.512278007793354 0.557468947199679 0.787667144165419 0.541947843681081 0.554126668786066 0.384588027935173 0.402080673646482 0.417457903451211 0.480161228817466 0.479516764197637 0.616602315211181 0.367770426063182 0.51547011499047 0.50626104679753 0.451519339127823 0.389348939921403 0.457611325178986 0.424203376505774 0.413769322946007 0.434620838568235 0.352475124345518 0.387883135631992 0.412261071066772 0.366522309484782 0.372668308731555 0.386117352227046 0.487756198644704 0.488118486704503 0.436372513145179 0.489615051872132 0.346680755846405 0.41786457679395 0.426402718745445 0.368524733661529 0.486557796005313 0.457951693085409 0.491472572935542 0.402278742214692 0.397405625686459 0.459727528273394 0.390447369706586 0.512315429491658 0.391224142434498 0.392489758803853 0.337770213499162 0.440027728997041 0.453753135973214 0.429922901608279 0.407573428101494 0.402867922027803 0.438233425171543 0.44928669278772 0.433529493473508 0.355467709704587 0.440243176250386 0.399770761793375 0.450996404198119 0.42134219096114 0.378107413308416 0.462357038384836 0.386931425547443 0.432621078719522 0.415540737771571 0.314590741256683 0.433776912663269 0.418395928578128 0.414379090748476 0.431250221392799 0.410497891436951 0.352605373654665 0.333873815407257 0.335032676996498 0.384147021092534 0.387416333249744 0.410396889183275 0.420165950686764 0.511931826807582 0.389837178033747 0.379165878173079 0.488083910992963 0.546547382162486 0.513022445267391 0.484360573117489 0.559584302553349 0.562948501120338 0.489593555589125 0.4414944415801 0.510373800436427 0.39152993462938 0.560120316911587 0.536430262533019 0.459341442920013 0.57163154618517 0.450463417485375 0.485441442558807 0.480266530327743 0.331821253421131 0.586521809488662 0.352641765953501 0.375438543805553
H35 -0.192456620218382 -0.184209071681391 -0.148704115186203 -0.151769242931305 -0.160855437624866 -0.143151810319865 -0.103807672168216 -0.219751966476259 -0.176328263744716 0.0461554505320905 0.0597043457759702 0.0815327614932566 0.0895791532636337 -0.0767536446015371 -0.0412486881063487 -0.0443138158514514 -0.154224592435172 -0.118719635939983 -0.121784763685086 0.418111874877891 0.398479834307691 0.501615911974986 0.457174254275488 0.414127251196294 0.511864128654339 0.385533682728735 0.441442850500884 0.501446969356428 0.438618420572546 0.377600161582369 0.416933878569129 0.628170282561319 0.536863215838645 0.541947843681081 0.828367782539759 0.586237816341335 0.399050545483289 0.451027831158345 0.442078171631322 0.522540938829806 0.521475389274687 0.516884328200665 0.383377999137086 0.530287230378829 0.498679398610464 0.468013406802338 0.404727501890149 0.463437907826154 0.371299691862498 0.413316568838851 0.407669283357831 0.395719166593454 0.401340959299415 0.384844106191047 0.336571447542312 0.368691738586972 0.353536556302765 0.447499836970137 0.461292518229185 0.418308066305895 0.435987396638357 0.369572359555325 0.485140010173435 0.458499091390704 0.41514484284679 0.438005322360033 0.434516566457426 0.491278379753564 0.412973657710213 0.441055977959675 0.373439934462127 0.41325771141045 0.5015497881974 0.392470502978512 0.408909951928316 0.34528113588749 0.398648474161701 0.428847905799219 0.444673529901593 0.421843871819477 0.382838412157165 0.446209757225191 0.440168453959597 0.400756623719095 0.358228498524644 0.376694168944778 0.416937087873352 0.536156866144921 0.403344231216901 0.370451890571299 0.486393697619545 0.362173944473549 0.425933312588072 0.42181795517405 0.299060191484143 0.383636136191895 0.38105761163057 0.410535494793985 0.413422173113678 0.417122319224669 0.358188170286665 0.336405593122156 0.363132436484005 0.393578681782185 0.388507557238651 0.415750674710117 0.45658398451 0.568990409915032 0.388497929325981 0.3823108146534 0.550623985714187 0.528490322778207 0.543367991076444 0.577410837009724 0.515198353530938 0.526400641858325 0.510557033541718 0.4698749243578 0.586307331081875 0.363056563687928 0.489028718045786 0.504137577353936 0.526025879899091 0.559218502424778 0.437555414239641 0.489243862534581 0.459320976036475 0.345323401818585 0.557036357211513 0.358424023870639 0.3967713945084
H36 -0.18603262256236 -0.198721121509786 -0.13634060370609 -0.16959087260198 -0.150966723571457 -0.136417539553629 -0.101099564379753 -0.213327968820237 -0.164755209950147 0.0525794481881127 0.0937204878759939 0.0944872693737761 0.101152207058202 -0.0912656944299325 -0.0288851766262362 -0.062135445522126 -0.168736642263567 -0.106356124459871 -0.139606393355761 0.475228588778823 0.400663432790793 0.492880851960569 0.426513227805972 0.437564557729033 0.507805327658142 0.40571312160423 0.446160346050731 0.497602404555378 0.429632187087956 0.412909108308283 0.45835225058425 0.557432312689203 0.514106766224572 0.554126668786066 0.586237816341335 0.844119047668803 0.392576046700429 0.404033141672581 0.420998674303404 0.460239442573501 0.459092631013326 0.534020135614064 0.395512499512041 0.577349618017837 0.506034215597127 0.469694658345094 0.411705558671553 0.449790190233354 0.402301752320446 0.43210716617339 0.395462119491023 0.372194421658852 0.386910171476076 0.413548668142412 0.412171573865972 0.349289193545209 0.39485889140282 0.439688208831356 0.4764189378812 0.429445260255163 0.467181530926437 0.362987048947388 0.427765946405523 0.424986507289224 0.409911436504785 0.453057867461998 0.448771266418841 0.491489527750308 0.384041295711887 0.423684983044311 0.434930021726071 0.43559428714743 0.497734773216371 0.329629722506834 0.423356725719863 0.34982871997222 0.408825298960307 0.429886448756532 0.410185801739441 0.4189744510791 0.381232246222658 0.424073853831546 0.442285565347653 0.457895499985042 0.389755068287953 0.448423268845773 0.357590573619082 0.420141184546625 0.411792391544318 0.397863647896775 0.45924909973245 0.353579246104229 0.430887206698082 0.355268672289819 0.341926504680262 0.404591257842924 0.422402109095641 0.429850601433885 0.425881721508856 0.415590027840212 0.373329364848691 0.349212351902574 0.346359825424053 0.40535119686189 0.405525165371969 0.403041163902963 0.427976670531897 0.509075061625369 0.402553168002258 0.400805913787735 0.482250001443699 0.659895284210298 0.512633090056877 0.5921900462765 0.5452031075632 0.544164382947157 0.464744336856767 0.391357964365327 0.53720721691966 0.361369135748364 0.509917352601769 0.507074696247557 0.466531616544719 0.626736752972873 0.438741706297057 0.427141827563413 0.469593837750147 0.345866985290557 0.543418189438733 0.387113810911995 0.39925787864671
H37 0.075833946518836 -0.00891178854821296 -0.0048182907346563 -0.015078799654714 0.0140798602130631 0.0472232684786967 -0.0093808589757301 0.0485386002609594 -0.00689661988557673 0.314446017269309 0.24063825707803 0.253550014604176 0.259010797122773 0.098543638531641 0.102637136345198 0.0923766274251399 0.0210726906980064 0.025166188511563 0.0149056795915053 0.372494703538935 0.378127759086134 0.377573518302023 0.437649574014501 0.42772791917812 0.404768556763046 0.43299844445388 0.439973110272331 0.387510614130424 0.42552821362099 0.404564735668398 0.371915091085586 0.445190772857768 0.409178806848174 0.384588027935173 0.399050545483289 0.392576046700429 0.976583018941746 0.468056278262531 0.514172708343429 0.41130100468066 0.411498709931411 0.358349907108949 0.588594475040868 0.432869224544201 0.471545639694237 0.36342218215777 0.409655297696002 0.381208509481986 0.374698284482297 0.361841145680861 0.379272269635734 0.402242652680405 0.401045824416671 0.399877940443859 0.38809192206525 0.389051927898452 0.378499130082415 0.361273825468216 0.355105603303518 0.39853960002974 0.351962846727952 0.395192416830427 0.391053746546102 0.381234062809954 0.3898062354968 0.373867801323324 0.44593793521275 0.37012448098759 0.375416199781808 0.516334507778975 0.370226754852374 0.387128646374915 0.387244060221142 0.39278852686119 0.364400898840124 0.410852549830105 0.401589044571185 0.444081201337168 0.480599086908792 0.470734412360605 0.388231617628338 0.464272448030089 0.47307992932472 0.372736370202258 0.405988758449993 0.377965174523113 0.537456392143807 0.445594418555014 0.380606008028702 0.497139719771002 0.373358611904162 0.399724741581868 0.449344520816653 0.387326291072756 0.411202121778829 0.365293448731722 0.366260902572839 0.435283832378487 0.394207765962905 0.394391483491474 0.386608073008696 0.500510881922627 0.396767882439627 0.546920448640243 0.395429965895877 0.503166793102776 0.514287758872197 0.444970178607084 0.551879247535953 0.543128685976607 0.421698484282861 0.420456544101268 0.425848720172973 0.451831852695702 0.395662307411078 0.393677988554384 0.47067252728671 0.534655880614871 0.437443088591818 0.416985348542525 0.404546145925065 0.386315420795256 0.460920602256716 0.411772651295698 0.528635710314823 0.524423286586266 0.461301177295297 0.556449841726437 0.334799911610928 0.576287822743131 0.542969492376538
H38 -0.122468355923463 0.20129739588081 -0.125958625648818 -0.107481934599085 -0.0763803740649703 0.0354689798248643 -0.0934287823093477 -0.14976370218134 -0.144917289486363 0.116143714827009 0.151965786911228 0.129070550027715 0.120990127521986 0.308752822960664 -0.0185031985689637 -2.65075192314689e-05 0.23128187512703 -0.0959741464025983 -0.0774974553528661 0.361745108765795 0.360138458408008 0.60410897829229 0.632330328022831 0.627195744029746 0.50894559950405 0.610614177400458 0.429371264599292 0.449276277687221 0.610546176482666 0.345375598426899 0.36624067790094 0.455621011584214 0.413078535350121 0.402080673646482 0.451027831158345 0.404033141672581 0.468056278262531 0.974387249323758 0.514334384612802 0.569783229164061 0.566560542747457 0.409470248003415 0.405140957158795 0.407920941251283 0.416567351805639 0.39458161962849 0.349195518193628 0.356755185674408 0.374926447846717 0.380744795298142 0.389126286871782 0.377464280852604 0.348335485214634 0.347182376151832 0.326686548322226 0.376492406649066 0.350411178412334 0.400219640514299 0.411308513241484 0.342534455895434 0.355493202479645 0.38347506545162 0.352121010928553 0.35662560244727 0.38251396966604 0.355102817869663 0.565562146369392 0.371638061522895 0.389532778555792 0.539404682019125 0.364367655292601 0.330798454220385 0.449260897248112 0.378419079135556 0.410490382876126 0.345088577634079 0.352491170866635 0.599482857083448 0.592015835554782 0.424606295568101 0.371808457411291 0.649874019837167 0.51389477048709 0.335975546356205 0.347900352004253 0.377572791667105 0.554705251839948 0.649930576254993 0.367728826214096 0.391668176922631 0.393111818847027 0.355694662010809 0.44551697138328 0.373702976302636 0.318001141693908 0.381367703082054 0.388769630232602 0.448491754186845 0.349202542331174 0.339501845062936 0.413224225651287 0.391242187201641 0.375579813744298 0.450845748558343 0.320778885328731 0.571514679069106 0.609186158126811 0.427387187954237 0.42129774512529 0.432146101694441 0.451845840417884 0.399741272526265 0.443090192414109 0.439804228206682 0.418717706741218 0.431633884629785 0.465662985052522 0.499845344890161 0.453731579137298 0.321346508305925 0.4289017373361 0.431060388020333 0.426169166172046 0.39744014084509 0.456090054424127 0.444955585355803 0.440645005360335 0.801719887609605 0.44555178930646 0.392605293755899 0.421762670367331
H39 0.0321993380021885 0.00113823845710964 -0.0424616732421778 -0.0724392995708139 -0.0401705211458949 -0.000880750316028633 -0.0510060797309939 0.00490399174431191 -0.0818244878037745 0.270811408752661 0.157901849219455 0.199787205275553 0.184082929204575 0.108593665536964 0.0649937538376761 0.0350161275090401 0.031122717703329 -0.0124771939959585 -0.0424548203245945 0.380306331677717 0.364301531515015 0.455418219889033 0.474656424333388 0.470334460390862 0.469411876255965 0.490453770226849 0.453665152595162 0.43208221837452 0.486027170856054 0.375483413511772 0.381558808065628 0.447380547737678 0.437638371726174 0.417457903451211 0.442078171631322 0.420998674303404 0.514172708343429 0.514334384612802 0.845099883703003 0.446985500553636 0.447360504724509 0.417083262597797 0.514117241877981 0.438708402196624 0.46682814414439 0.40033299556159 0.366877633959944 0.38931563582097 0.351157553579488 0.356931576300882 0.393178548153712 0.400457976767578 0.377519868423872 0.396231625869749 0.378151495826807 0.382265944947181 0.342606574411099 0.394202800624295 0.406791326717513 0.392824798054206 0.388703748666655 0.361892857865897 0.404110467738495 0.389215602413852 0.412562685110873 0.391815017729085 0.479686917874393 0.393420214817034 0.382540794605116 0.557788606010924 0.395524488988197 0.362583221591413 0.43202251320538 0.377455258469032 0.381239996995122 0.373002318582441 0.398083091642172 0.493284739869454 0.514924291060832 0.459700642781408 0.383639708813578 0.527342239606924 0.498074777805335 0.41738923645141 0.346958693702744 0.368719169055147 0.549759592925682 0.486701306401724 0.38729474300671 0.476886406345456 0.374004408688008 0.399484043765104 0.417249117017953 0.398233262858669 0.366681018661571 0.374360944221368 0.367837518687327 0.453918082099721 0.400830013845867 0.3996544396535 0.369716051610465 0.464367152781138 0.370286944444792 0.478774264416715 0.36489331510325 0.516179189565138 0.494669766577088 0.450395658779222 0.475887586097023 0.480737329202043 0.42429456918805 0.429531427045919 0.433032414636322 0.440635559106394 0.413350962891662 0.403048369699239 0.480560030281921 0.516426729860719 0.438266184295787 0.387571590910671 0.438014405296515 0.418328351530704 0.466190945873747 0.441606282804644 0.483028651311817 0.487141889373994 0.44768179846432 0.578349346559919 0.414587513864275 0.548683991587523 0.479669478636348
H40 -0.205124046753171 -0.0293364061558031 -0.170399011737209 -0.137561108157586 -0.149757421408288 -0.0656627359725672 -0.118683947749527 -0.232419393011048 -0.200113810062161 0.0334880239973015 0.0721173289834529 0.0697444421040729 0.0657936069461882 0.0781190209240508 -0.0629435846573546 -0.0301056810777325 0.000648073090416229 -0.140414532490989 -0.107576628911367 0.407202662634313 0.413788699877168 0.553285831079503 0.617461924319805 0.548196843427556 0.569591760863028 0.497226673749587 0.441274997834703 0.506900969949118 0.555888940122239 0.372253702957622 0.407849367711807 0.447408704840771 0.465908769313716 0.480161228817466 0.522540938829806 0.460239442573501 0.41130100468066 0.569783229164061 0.446985500553636 0.842230765727174 0.826003118293336 0.501875078429263 0.358750282949061 0.444151563818446 0.421992287001588 0.436751756019744 0.393692702911484 0.383618515295121 0.383040416664518 0.44232177598776 0.421707506666433 0.359581795507502 0.429777332412933 0.367603845008108 0.334046996729508 0.385418995517426 0.408309206509419 0.4700484084446 0.441082500134202 0.380981314964124 0.43743739661829 0.39152993462938 0.44111283714205 0.385764268209549 0.361646952498883 0.388696119000011 0.511052659109067 0.46255801349272 0.440427499308054 0.492430398863989 0.381908016696893 0.402503635721978 0.507033338610111 0.390677410211211 0.418427052773805 0.306366081719625 0.355389596450845 0.530878105673417 0.56234297202156 0.408866172174475 0.377159518057189 0.555959847579706 0.490168808232964 0.347413869926295 0.345642333994911 0.409843738351541 0.469168453558256 0.655333349085926 0.38747803666491 0.363716590405595 0.458855324159515 0.364266653038925 0.433537062587243 0.416235097989139 0.281967679401307 0.412102059125433 0.390109302810738 0.422571717796208 0.410114652070334 0.418749618124724 0.372942976730761 0.32732846971984 0.356869933438626 0.379529801161444 0.368149790043566 0.50383335953471 0.470385809258439 0.466269906868227 0.373695528294722 0.366887867401714 0.484294086022443 0.433430610571678 0.483228778678963 0.492893023095455 0.4729811069758 0.473190862255616 0.446953104746851 0.425906850966456 0.45775289788228 0.35094319627852 0.435154067492619 0.4828342159182 0.444677284182005 0.45498357110193 0.392132012212295 0.437334275012768 0.44995574188896 0.570509864082594 0.540941151554363 0.334948750663407 0.383675495583316
H41 -0.204342732557018 -0.0319016090769548 -0.169506885715979 -0.136181410106022 -0.150749096413357 -0.0667430604376964 -0.117910021008379 -0.231638078814895 -0.1999013299014 0.0342693381934544 0.0719013367539189 0.0708729666854648 0.0660060871069492 0.0755538180028991 -0.0620514586361255 -0.0287259830261676 -0.00191712983073553 -0.13952240646976 -0.106196930859802 0.408405061765756 0.415552545588997 0.551348561833784 0.615155282323831 0.545461729041288 0.568112513827624 0.496294098384559 0.441465315630449 0.507571472320194 0.552954364450833 0.373795925019299 0.407116253631917 0.447059738421146 0.466180349114518 0.479516764197637 0.521475389274687 0.459092631013326 0.411498709931411 0.566560542747457 0.447360504724509 0.826003118293336 0.839811555871738 0.500344119208824 0.3605289035709 0.445317025674864 0.423083874307954 0.435966929754818 0.394060319627352 0.384185593296126 0.38419849106593 0.44243083177845 0.422200710117387 0.36206961180983 0.428541871392697 0.368835793959572 0.335367595141032 0.385439401848055 0.408669435770282 0.469492593284832 0.441693902865237 0.382072902270491 0.437214016933751 0.391919713710263 0.441384416942852 0.387601988471429 0.363181787105555 0.389506983016184 0.511124777624732 0.462748331288466 0.440366643633627 0.492192244269439 0.38169202446736 0.402967289352912 0.507689066071177 0.390705203996845 0.419127104964902 0.309031196942075 0.356230010287038 0.527773618536893 0.560221016400714 0.410925516086508 0.377490197498031 0.552737161163101 0.489886328908384 0.348498069777656 0.347243655696628 0.410373879077521 0.466854424107277 0.653093194184998 0.388798635076434 0.365340074472328 0.458284734089736 0.362373708523236 0.432914760332429 0.415103061338975 0.283140528712729 0.411634893425726 0.390757642816799 0.423183120527244 0.410541368426243 0.419205884300653 0.373288431081613 0.329520787821964 0.357902421104952 0.380850399572968 0.370179584135579 0.50221375085421 0.469519720988457 0.466024364818673 0.375282075086429 0.367735668692912 0.484026381607873 0.433657865642449 0.482429177504028 0.491177377499888 0.472735564926245 0.472930545296052 0.446345577402047 0.425025987786464 0.458992234288748 0.351598923739586 0.4345243777828 0.482839847338819 0.445170487632959 0.453991896096862 0.393629909543941 0.435855027977364 0.450345520969843 0.567146816020893 0.539395417423913 0.336579622185145 0.385712677130333
H42 -0.227092158033545 -0.168964513302204 -0.164486867828383 -0.17763587165543 -0.194353307369246 -0.167031213647621 -0.124805968043989 -0.254387504291422 -0.211126325569991 0.0115199127169272 0.0816714882097865 0.0518468185315017 0.0547810914383585 -0.0615090862223504 -0.0570314407485291 -0.070180444575576 -0.138980034055985 -0.134502388582164 -0.147651392409211 0.43269156230662 0.43588675770214 0.527550117746535 0.488715538395898 0.491640667813363 0.511410345147715 0.487514350322652 0.445576676552419 0.525009802071343 0.497618874946865 0.366212944668216 0.470076081124414 0.465613573878062 0.523141563142884 0.616602315211181 0.516884328200665 0.534020135614064 0.358349907108949 0.409470248003415 0.417083262597797 0.501875078429263 0.500344119208824 0.770850147822526 0.346201176800173 0.50699882345148 0.47371403939696 0.473484362209794 0.370889809215535 0.427140192634846 0.429457976366237 0.430304566599238 0.462702674394418 0.343368511676091 0.404529191110299 0.396276737787608 0.38573919930486 0.37306196319867 0.370214280952939 0.50088582554059 0.512041185362822 0.423313612048031 0.527935900335366 0.361590759398517 0.428947878653427 0.428857473158979 0.350597499716028 0.492144831341005 0.457680476602066 0.497059608271234 0.428210828634395 0.39150516848924 0.489375504560655 0.392155991164607 0.525260370012417 0.392312217672091 0.413531350010187 0.325627356822644 0.429465787691611 0.480446130258441 0.427775271553644 0.397565545921447 0.433638791475838 0.451776749547714 0.451940908486392 0.428493368511884 0.319574185186713 0.44134602639799 0.398627825619432 0.442702411579251 0.443107752757973 0.376203569268949 0.45586558478721 0.408438426419098 0.420131011657765 0.42302634904357 0.314282587498315 0.439932782034352 0.420784195896616 0.393615074081021 0.413980470942751 0.439569646233815 0.364811568674915 0.322277630401116 0.34021340230691 0.36986180246454 0.397096018658254 0.420135674231826 0.41210835662806 0.525408664088707 0.371311560232834 0.353962001047566 0.491528584377179 0.508459783508101 0.542759071014713 0.48444395447439 0.589631201410885 0.544644506969577 0.521413443647882 0.417007147590081 0.484113517245187 0.371423401457378 0.612735890809665 0.593936331644465 0.445019287016995 0.530987888099025 0.450088776631961 0.470949375190671 0.46686780630036 0.323143113141999 0.620077749473615 0.334175247792629 0.357356173304945
