ID Rep Moisture Yield NDVI1 NDVI2 NDVI3 NDVI4 NDVI5 NDVI6 NDVI7
20 H10 2 24.6 157.451788 0.700869068147497 0.840286334041852 0.872981332089232 0.811481883145352 0.697369484970082 0.38897609745151 0.840041096693571
21 H11 1 24 116.490064 0.569329152093584 0.790926487528964 0.83157233048185 0.780408472674174 0.562834904440863 0.357943635662102 0.812438475781645
22 H11 2 22.4 173.3115296 0.790460228041659 0.866019366210627 0.906176625236376 0.815636104198182 0.792376165591403 0.497653927022169 0.787517337125159
23 H12 1 21.5 173.83511 0.850639668006511 0.908741116653991 0.907743692788364 0.867041788294386 0.837376912648308 0.44951721251748 0.834877073857144
24 H12 2 20.2 176.3781096 0.80110739523162 0.899672737258179 0.92293993198321 0.873799595343791 0.809361301433639 0.450854449974003 0.851249377215811
25 H13 1 24.1 205.6853568 0.837995943559507 0.904655973304392 0.9120836104236 0.878448939746246 0.836821403859637 0.353973716030691 0.844084302645204
26 H13 2 23.8 214.43442 0.826245393842229 0.891420670189642 0.923902747662645 0.879052742135604 0.833251283066644 0.457391301018078 0.789808745090416
27 H14 1 21.7 134.1009648 0.809694197708049 0.88203090016241 0.890246559999742 0.864232803589759 0.806324208644091 0.440265463443128 0.832533508155802
28 H14 2 21.7 120.9215088 0.762959001927279 0.885412973350303 0.900311620321523 0.856628051416086 0.774347034288677 0.440023455841671 0.810732499334284
29 H15 1 23 114.134636 0.764043452380443 0.872498436202034 0.887138907863139 0.865277479599844 0.757460433662663 0.327133548742026 0.822272136947752
30 H15 2 22.3 173.8618308 0.837351987589596 0.90198910648493 0.921244466290671 0.888878769635592 0.841303669290579 0.50641276977904 0.82899661578279
31 H16 1 21.7 155.5999524 0.832807136636972 0.902318037916822 0.903337707495246 0.883827233911 0.841460766827798 0.431941844626698 0.838111161900577
32 H16 2 23.1 137.6897576 0.801168054070156 0.861357100671423 0.886765248632928 0.82195908953576 0.794170007963277 0.337404684585944 0.842566627330606
33 H17 1 26.3 149.1723376 0.668872582651074 0.852389258039043 0.863735176804551 0.842272325358776 0.673677337929416 0.388755486303292 0.810044270368676
34 H17 2 24.4 136.9527264 0.78369224451134 0.868607086809873 0.908146122998857 0.823510351462029 0.785667851483456 0.410446101233657 0.832889212764225
35 H18 1 25.6 150.4326336 0.845353439095913 0.900911215953903 0.899969413474949 0.857583747771849 0.843772347141776 0.318708556961128 0.827160772509666
36 H18 2 25.5 186.53012 0.810053729086484 0.890491105616197 0.918448956266634 0.850922108035711 0.816265563443941 0.435581109728762 0.825313430806608
37 H19 1 23.2 155.6892672 0.834356344754194 0.892379603429481 0.895127283316635 0.84821737249216 0.826368252725784 0.424346437804267 0.831442859555385
38 H19 2 24.8 140.5000704 0.803909693512324 0.885523751370381 0.915535906842715 0.840905115687474 0.808753558352721 0.417417882867691 0.832897435213661
39 H20 1 19.5 172.590068 0.813060110229204 0.885270820555886 0.882255030862962 0.853171721357082 0.809305977577462 0.323745024369253 0.841512523874279
40 H20 2 20 172.19136 0.797360220417936 0.857164262560742 0.878335983591846 0.791709887275964 0.791656756552876 0.347655477364921 0.829897471861185
41 H21 2 20.3 167.7726444 0.745460204521007 0.832476805594388 0.885395787644962 0.770084443012685 0.738807950690981 0.373786009781729 0.821854748027149
42 H22 1 19.5 168.694512 0.725455035976933 0.836768589154609 0.841012462760757 0.787857297270399 0.721094491082862 0.310973554359161 0.824502665598404
43 H23 1 20.1 175.4223676 0.81065297458843 0.890314088148228 0.891223598869334 0.841472986750651 0.808768657798609 0.32596563532894 0.82747484636501
44 H24 2 21.7 186.159816 0.78895489491149 0.865572272501369 0.887090064804808 0.815918279543937 0.786775807181549 0.391202977443906 0.839876273746452
45 H25 1 23.2 203.5190784 0.789801920910008 0.883448522889827 0.885336556385935 0.832457623129406 0.796163078591536 0.3901112247113 0.824715653099068
46 H26 1 20.5 140.588754 0.746709590173843 0.835897141280918 0.844408440110935 0.801937127359179 0.739933398235647 0.4394097784936 0.827892186885251
47 H27 1 19.6 181.6795584 0.816809256778924 0.890483112137063 0.893302438719627 0.862777328569009 0.811087529026756 0.428615553472979 0.824630179394842
48 H28 1 19.4 201.5486824 0.815565259972583 0.891471953638344 0.878680656489535 0.846843434051385 0.821776377567987 0.321391803867133 0.839793092276847
49 H29 1 20.4 176.271016 0.778773992445273 0.868967764818702 0.869314138312313 0.817042800436067 0.771648162120376 0.399018894448371 0.83786743651198
50 H30 1 20.5 180.482172 0.855503411017775 0.91084065803217 0.906465049996555 0.870903540870975 0.853259116452439 0.342613262261571 0.849622242578059
51 H31 1 19 167.782428 0.785876169552461 0.886939510894957 0.893242794742104 0.855239022975044 0.782351572147371 0.35822497555318 0.841457056420796
52 H32 1 20.7 167.5145888 0.811021299929837 0.890067265659469 0.895077263852905 0.855374276432531 0.801739521469648 0.349887132269773 0.827147044931333
53 H33 1 21.4 167.2762056 0.800056313553028 0.893161190766202 0.895585447363509 0.852483394320625 0.810632174290998 0.345501924930197 0.826502458485491
54 H34 2 21.9 167.198042 0.796004057403604 0.867766420005688 0.909133172089917 0.825620324334539 0.794552897659688 0.381235085843381 0.835974078924358
55 H35 1 20.8 155.2221792 0.798938987869754 0.890488692563863 0.892441057273171 0.842963544886992 0.79842830490987 0.370570694037579 0.820179301517186
56 H36 2 20.4 180.876672 0.817365391856737 0.897847838467895 0.91608732710451 0.84465505457287 0.816206671310878 0.38436710549306 0.821708519327681
57 H37 1 19.4 182.6402448 0.779521783593695 0.883034617742738 0.876623068778508 0.834686924008904 0.771741128851031 0.334497875113176 0.815260655452595
58 H38 1 20.5 123.192882 0.619852372361005 0.804170231550275 0.835739233041182 0.77120971961347 0.624075098445681 0.333841288134917 0.784849478843803
59 H39 1 21.4 137.5088136 0.745899253592168 0.836282813466531 0.858645047855914 0.785632415873489 0.739982853365768 0.381929862622427 0.803062500623242
60 H40 2 19.9 158.1657804 0.774158213739865 0.838641578074473 0.868222353390465 0.763195115034893 0.768567004832085 0.351121405691252 0.819465487571037
61 H40 2 20.3 179.2593272 0.782170316911874 0.889050350148619 0.89818134423662 0.821003743272795 0.792543050835754 0.322662959053472 0.823271160128152
62 H41 1 19.1 157.44758 0.750272046302782 0.871949689246424 0.882291004319467 0.842104782665929 0.749477814039968 0.310632562860003 0.829596484357251
63 H42 1 19.5 225.772876 0.835432443020827 0.901517954380444 0.900586472543242 0.871271928746285 0.832203750266529 0.405950661123698 0.832835411813649
64 H43 1 20.8 179.8011072 0.777432264721703 0.888573774997634 0.890381150196419 0.847617460367412 0.789806998610308 0.318667415962647 0.821950789890571
65 H44 1 21.3 174.3607944 0.837934641051453 0.891721379923856 0.881528187598024 0.843412279057338 0.831878687539685 0.286786176057455 0.829168013598622
66 H45 2 19.6 163.0717824 0.78556603903367 0.88681549378966 0.908433239723753 0.843629312251673 0.791705143164997 0.41085724143705 0.815556722514039
67 H45 2 20.7 174.0216296 0.763282180935829 0.863268868407677 0.902129053995951 0.830884214336343 0.760428665363615 0.368218121826394 0.799579760569477
68 H46 1 20.2 200.5555944 0.844091509558325 0.906418711496618 0.904416457282151 0.870767547122883 0.842184762939267 0.37731086186134 0.846133020813499
69 H47 1 20.2 185.8644144 0.813629255592744 0.896787552751115 0.895205711701449 0.856332275000968 0.811611056735791 0.327011612495219 0.827998140747151
70 H48 1 20.3 154.5252292 0.783635033289744 0.876743776332015 0.882346512745081 0.847934361219075 0.773827717212496 0.367957289853635 0.83557077618498
71 H49 2 21.9 133.0189828 0.73974388867448 0.875160677786779 0.893807876343922 0.816732944460499 0.747095114332 0.3632059915907 0.824123278219245
72 H50 1 19.9 212.348304 0.847465462563979 0.900687975612901 0.898008959014471 0.857427615242484 0.844909359063703 0.398745480688001 0.843830873249409
73 H51 1 19.9 143.9249616 0.767123627273977 0.854393021763239 0.859205093211891 0.780857552566043 0.760248458963694 0.340205639328465 0.813127682358899
74 H52 1 NA NA 0.565801286369515 0.800557942410856 0.830976025085815 0.782355637797925 0.568546131862474 0.381947541435469 0.812240785110085
75 H53 2 21 187.40854 0.772866693288859 0.857929910491534 0.894339290984683 0.78094940053341 0.767582045352829 0.33406889764886 0.836126400733391
76 H54 2 21.8 195.8762984 0.831432745745551 0.896833651823619 0.916056414882434 0.853906577174306 0.834476561430937 0.423715579594411 0.811055918294451
77 H55 1 18.8 98.3211824 0.703021567997613 0.860795594561578 0.866219065718954 0.841011582501971 0.710548357010947 0.211722051473852 0.725569453693745
78 H56 2 19.9 168.6146652 0.830908579319031 0.906270121120029 0.918633388501657 0.870584290668635 0.838406582293554 0.425893652128625 0.822978944458763
79 H56 2 18.9 208.6858712 0.82865424369874 0.907292125139328 0.921215276143338 0.872881427198784 0.834264210165181 0.496901625496508 0.834213398564567
80 H57 1 19.5 211.715 0.831917113243618 0.909649883263129 0.899113409966669 0.86452591318014 0.840076902804348 0.386467434100497 0.841098173295229
81 H58 1 20.5 179.478564 0.816347090444757 0.884657009879377 0.886177224341353 0.859475398289606 0.812165625613624 0.337117950953143 0.829818524118563
82 H59 2 20.5 168.773412 0.814058902773579 0.874246483690658 0.897210944003477 0.830909886372705 0.813256648106763 0.435487122409725 0.828433963416366
83 H60 2 21.2 192.1566368 0.834118102517122 0.908226766894768 0.917190038972436 0.864355393954379 0.838681244508952 0.458012263595864 0.830327667116716
84 H60 2 22.3 177.78537 0.81980103310542 0.878840509975674 0.909827719290863 0.844073279351917 0.81747450500568 0.424760112887809 0.813935535446091
85 H61 2 20.1 158.7795172 0.792515295786993 0.859534019061741 0.901754064158515 0.802373310778187 0.79054501273447 0.44038030546779 0.813258153489596
86 H62 2 21.5 151.455388 0.741716808169053 0.875159813813742 0.905767328742901 0.842412128768948 0.740027238153303 0.443763620366658 0.842137182412736
87 H63 1 20.2 153.9635664 0.769520572573321 0.871361373766065 0.883196006557786 0.843556559957876 0.767970380849013 0.301859669490437 0.848689500683716
88 H64 1 19.4 177.1288168 0.822336023703628 0.897704754733802 0.891867344975004 0.844699955043776 0.820939441187875 0.339514010682507 0.844418613482028
89 H64 2 20 207.70688 0.841577022024223 0.897995774213585 0.906462582495752 0.839780333063467 0.844874446976791 0.348906527569892 0.828977741160658
90 H65 1 20.7 177.6088444 0.790242993318177 0.891612727825089 0.899794314972212 0.857554324712257 0.795502515275401 0.344657781515385 0.830165051165318
91 H66 2 19.9 189.2596392 0.8356871816262 0.897204272295726 0.91108729212363 0.842978647982278 0.839508464771929 0.368581202747079 0.844545296633207
92 H67 2 19.8 213.7102232 0.830647813595955 0.906817514513549 0.904471796627237 0.855043832302723 0.835147824988663 0.403368203098044 0.836899708847079
93 H68 1 19.9 181.0016496 0.862085634201693 0.906145182413825 0.893180790378204 0.853685965781075 0.865706043122868 0.416301814850758 0.841842590918889
94 H69 1 18.8 164.7798096 0.817686606935703 0.901428554302455 0.89991695048896 0.856023044094426 0.817337805658092 0.345250077746777 0.812886478315769
95 H70 1 20.4 159.6906544 0.749270203515718 0.852328679061458 0.870122340157331 0.812581223989035 0.741066424297123 0.363526038260438 0.825979090916365
96 H70 2 20.4 199.4667744 0.832257523226941 0.905212272328743 0.910252184278593 0.852379823313178 0.835413443515864 0.363268635223986 0.839266370210403
97 H71 2 19.3 195.8559948 0.837307813749458 0.900481419838852 0.917014117019282 0.859211698611816 0.8459290106402 0.471295193710669 0.845104853079613
98 H72 1 19.4 182.8946184 0.838484709345989 0.900327363116882 0.88537928689036 0.846539557284559 0.838098345389268 0.309554115599824 0.83039594250083
99 H72 2 19.5 204.94012 0.833372618967861 0.887480217261528 0.898133272296786 0.844043841257722 0.833308676132668 0.352368195161649 0.81383390007251
100 H73 1 19.3 180.5746428 0.84557514079354 0.899062790507459 0.889897038616131 0.856349401298317 0.84036343837514 0.329302913679159 0.846646072538928
101 H74 1 18.2 214.7897856 0.849336478137896 0.911048525619352 0.902744870070902 0.855650993163562 0.844778712079396 0.409426862686111 0.848133890967722
102 H75 2 19.3 180.6595392 0.794675436102306 0.883501988071573 0.911116828039761 0.839083802833706 0.800437310366407 0.402731210811892 0.811969377543921
103 H75 2 19.9 167.5192176 0.799690958010763 0.868145389460172 0.910165978640823 0.84098209207225 0.79892595110976 0.401120343065575 0.813350950804457
104 H76 1 19 194.453784 0.80543147671699 0.893142414689943 0.894942886868078 0.853081504340201 0.80271798356688 0.323679651601706 0.833033858018686
105 H76 2 19.1 166.2986872 0.80071813658094 0.859840958115832 0.899879918830066 0.817387045581934 0.801097079394916 0.405745852804252 0.828244987140092
106 H77 1 20.1 186.0132724 0.811547529160715 0.88469666627314 0.8786265643217 0.826792220757522 0.803099791444791 0.403829066353066 0.830262680095103
107 H78 1 21.5 135.104152 0.688918345749326 0.845363119445252 0.865027848674556 0.816833635291205 0.693000187527336 0.307915323400996 0.804591297698824
108 H79 2 20.6 193.8703448 0.825274484802439 0.893056334474509 0.895181032180158 0.840263225119443 0.819233255800997 0.349486050969679 0.836190553000414
109 H80 2 NA NA 0.776162817417018 0.864164016443339 0.903928276665274 0.820669336241415 0.772773950570384 0.426072168121189 0.831402956021515
110 H80 2 20.5 199.801626 0.795586518216311 0.873427427071289 0.906340096996203 0.850349599502569 0.804625847502696 0.437049858297948 0.815519917364959
111 H81 1 19.9 192.4617168 0.829262600597768 0.885947560987932 0.89456494247979 0.844611186297678 0.820067892059366 0.38706413879493 0.833714925664392
112 H82 1 19.2 182.328432 0.833813807685285 0.889530370284265 0.888516700686034 0.841518486769789 0.82704810795316 0.348293184269771 0.838557382970553
113 H83 2 19.7 156.9556648 0.757675400371893 0.837004329863532 0.869475374366032 0.775298877107624 0.749220718929991 0.376319999445043 0.801693673555139
114 H83 2 19.5 174.368474 0.81193666062053 0.889451540395283 0.895972296095713 0.837359802594952 0.81958240507692 0.404550004574922 0.823919345305502
115 H84 1 20.7 178.109386 0.82902126917007 0.903551718348227 0.904056992142748 0.872847641013527 0.828766772903887 0.356570958492749 0.837727432753379
116 H85 1 21.6 98.0649152 0.738075094673837 0.854428835468366 0.864004650137498 0.799065425284707 0.734901737794361 0.331390607066241 0.842257385964012
117 H85 2 20.1 133.7311868 0.708752707312756 0.814775473113575 0.881192593846704 0.766669966467583 0.709925986350424 0.401372733698853 0.830840279628561
118 H86 2 20.9 170.7534864 0.799410706234681 0.882797499359454 0.909389202553516 0.831274913502299 0.802067173925647 0.381587036980556 0.825387387014477
119 H87 2 19.7 230.618388 0.864154511625247 0.908616747578076 0.91075313800034 0.860292835399413 0.867134710748044 0.3889496208334 0.854297624374421
120 H87 2 20 203.07808 0.833223887100993 0.897054914238682 0.907015787820801 0.858504729909474 0.83978507043512 0.417837862701374 0.829123317226015
121 H88 1 19 140.344164 0.735622487816743 0.848612412015165 0.860558028727137 0.807726300001021 0.728983749408301 0.307412561534456 0.770961557537127
122 H89 1 20.2 187.207608 0.81905605358291 0.897287575559302 0.89675658063977 0.854660570297203 0.821804011568053 0.361108675268907 0.800590513160921
123 H89 2 20.3 167.5211112 0.783697552553022 0.830507368036322 0.886449334219656 0.761595160859218 0.778346157283099 0.340082048831546 0.816761473871854
124 H90 1 19.7 171.3165168 0.79965052909767 0.884692179590797 0.883884033695734 0.843578970232339 0.790291834285706 0.407205137474554 0.832847362109666
125 H90 2 19.5 182.244272 0.79738053843438 0.880014315040982 0.90538494258237 0.811858523821503 0.79966702832692 0.468703045920425 0.816307122081361
126 H91 1 21.1 85.07787 0.714940240261452 0.863121134292878 0.873224224875596 0.85309831997882 0.703407206407911 0.372919578131026 0.826768445273937
127 H91 2 21.1 125.749242 0.694124183643063 0.802555873144565 0.859987592977434 0.723123852417884 0.693749164520812 0.380138440756232 0.810988539138459
128 H92 1 19.1 185.532824 0.846355130130531 0.890038780801033 0.882069595504538 0.823915311021042 0.843443038690992 0.33834599901577 0.824106660947082
129 H93 2 19.3 198.4877832 0.819435775056321 0.890262571874947 0.912453944798234 0.836200545019396 0.820095641046088 0.366099451693197 0.844419568359699
130 H93 2 20.1 203.412616 0.819994207944027 0.88151535032916 0.902723776570043 0.831196603258777 0.820633308680384 0.387306815713082 0.832911484513732
131 H94 1 20.9 156.856882 0.745943236282853 0.868585503503995 0.879151136730453 0.85112402185129 0.749988441025486 0.341751984299884 0.829085615265678
132 H95 1 18.9 191.7930656 0.818945123448164 0.893784164651066 0.893570775954984 0.865918100188017 0.820829136871087 0.356315453054448 0.844073777931452
133 H96 2 22.4 86.3700416 0.708919852769823 0.849926370625837 0.892592370667366 0.818916676290407 0.714287378087586 0.472647018578218 0.836202075656509
134 H97 2 19.9 186.1418268 0.845384541242994 0.897563433333163 0.912486082970323 0.851421873705 0.850372736929068 0.455754124071676 0.824587842671696
135 H97 2 20.5 178.224054 0.813338060214148 0.889641814536845 0.913772601397897 0.841203079208883 0.811602523021419 0.462470692977722 0.839600440762029
136 H98 2 19.8 187.3866584 0.793426280208152 0.881097717403247 0.900207314965878 0.825348503383474 0.800965781615517 0.42114213638036 0.823232105926659
137 H99 2 19.5 190.712872 0.816050522375564 0.87250873614118 0.895374463902586 0.822726166112707 0.81304719968781 0.409235216416576 0.832096678126244
138 H100 2 21.2 185.1103408 0.801827973764644 0.887284122950862 0.901966644382272 0.852267777283963 0.804993154215945 0.440141918075015 0.821092168983031
139 H101 1 19.6 177.3659376 0.806680044940669 0.903028613929936 0.890757954601416 0.871865942414865 0.814394595147349 0.449815596598716 0.847056150691665
140 H102 2 22 180.11292 0.81391913048188 0.886451130317747 0.912028361530071 0.842104758852179 0.819013356432666 0.344426703401276 0.829081303642226
141 H102 2 21.6 145.6540288 0.800632853756476 0.884114095254773 0.909542765077811 0.835861706115953 0.801021798603494 0.446143270174323 0.824244188080438
142 H103 1 19.5 209.005048 0.867868864827873 0.920067313870324 0.91221940347467 0.874409582021305 0.87303124518717 0.44059372829798 0.842352524037476
143 H104 1 19.3 173.0188632 0.761306675206482 0.873243529411442 0.884173840617633 0.844950435608894 0.758022942057894 0.349224013218545 0.821997040720294
144 H105 2 20.4 151.6516912 0.790479892557064 0.872740076636439 0.887883616175923 0.822082719451039 0.785417561857846 0.371497754828022 0.840325565199996
145 H105 2 20.5 177.136812 0.821939602122695 0.879520019572847 0.886637821790598 0.815048843865801 0.813212282073806 0.352922008796658 0.822059526368151
146 H106 1 20.5 215.942988 0.832722944757669 0.886387133143126 0.890915208371189 0.849725722365538 0.825689328360444 0.367860069572991 0.842988656592759
147 H107 1 19.1 207.7456988 0.853316001234067 0.908940661942622 0.906691902312901 0.857652649744827 0.853822468702962 0.348963460435946 0.831828619591912
148 H108 2 22.9 148.9976004 0.793836714165472 0.887848582144856 0.911029389692351 0.834064767895467 0.794284325426093 0.449713875524799 0.827469217077473
149 H109 2 19.9 172.9121904 0.7825085019346 0.868433224656307 0.894261488933322 0.82180691070199 0.782280853828545 0.404941110117001 0.83037470648582
150 H109 2 19.5 199.096786 0.830251211893925 0.890745827452475 0.904300936656605 0.84004299383157 0.834117731092914 0.41236025325701 0.840807661187073
151 H110 1 19.4 137.7857 0.805405342893246 0.899624961842304 0.903103891498064 0.871701913225237 0.803352249709419 0.354418959716136 0.845464432154866
152 H110 2 20.1 178.2802308 0.800910709556028 0.889761985982215 0.910651828844107 0.851099368376746 0.8097565499334 0.46485777017642 0.845790534984439
153 H111 1 20.2 171.8448312 0.86439667457737 0.909002060028527 0.898254022878509 0.852464907949785 0.864098551622716 0.308652020206805 0.819747657362727
154 H111 2 20.5 156.311946 0.741925801978793 0.850441252096634 0.89307588271114 0.737042855700878 0.74184134709201 0.357587799621113 0.806185356554474
155 H112 1 18.9 179.16612 0.803256577186912 0.884706641300411 0.888459787718432 0.849789890222248 0.803994024970143 0.289805282122577 0.825629912302339
156 H113 2 21.9 166.0477852 0.778168174588891 0.866330965172908 0.895143619575728 0.790321591764927 0.777695394003858 0.437881561623114 0.815553216034011
157 H114 1 19.1 160.5114248 0.786887515589222 0.89731508994738 0.897738921425547 0.8522186387679 0.790057500176951 0.276448784267051 0.818723953302615
158 H115 1 20.8 211.2954624 0.845812549543456 0.899763940156505 0.894366182715026 0.856141993955773 0.845883609353589 0.325477274055582 0.844052925528754
159 H116 2 19.1 156.8518324 0.771443670856811 0.874838936639114 0.915533273237344 0.828953149537762 0.776213572419191 0.425189543127134 0.819123998986314
160 H117 1 20.2 180.2397912 0.817518821394352 0.895787719376527 0.898757704382935 0.868198569290627 0.822547549496564 0.425394208912199 0.829729692768385
161 H117 2 21.3 185.7861456 0.789806097205608 0.891044416215054 0.912654456559197 0.847534496052368 0.792909109617961 0.355343650425089 0.823785267732207
162 H118 1 19.2 161.1630336 0.82932055532422 0.898885248920585 0.898121789416919 0.865531285311531 0.824665607574898 0.357624161767663 0.825770021664446
163 H119 1 21.1 156.7922892 0.850945399529486 0.906404315390936 0.892465851095387 0.864550401949411 0.853013969635262 0.384245331375425 0.838458417918105
164 H119 2 20.3 170.8748872 0.801973962838286 0.885395810693677 0.913343714647528 0.83201194845962 0.804954403755919 0.379418590784084 0.833268554329323
165 H120 1 20.6 150.769484 0.798474604872265 0.881636191294024 0.886633127861002 0.828597810121851 0.789927020219336 0.3652401774857 0.824000652635753
166 H121 2 20.3 159.5558932 0.802455655357046 0.888388995152429 0.907505314586017 0.824190773640077 0.806758691832501 0.307306206594269 0.793135269176521
167 H121 2 20.6 183.0951296 0.802830623343807 0.895861383768783 0.91181573779505 0.835566505431905 0.806289688625565 0.406859166260688 0.829904278360913
168 H122 2 21.3 200.8543624 0.799978160460963 0.873184246815094 0.910382486041409 0.828584268772206 0.794849113292016 0.469242499362127 0.830003197004404
169 H123 1 20.1 209.8007808 0.840134698292188 0.902086108837962 0.896362362135422 0.855590494864672 0.837583645579325 0.346285144054008 0.830418985060784
170 H124 2 21.1 138.3656676 0.721512551146507 0.844101958066367 0.886964712093259 0.779535032448882 0.726982818016695 0.314781919984759 0.802647141018986
171 H124 2 21.6 134.1897536 0.697437595884316 0.827908845312315 0.893232314736926 0.741709818635477 0.694878503903785 0.322563716345232 0.824943785428355
172 H125 1 21.2 152.6973792 0.799085082633759 0.902565144765219 0.911993401862492 0.881488734299254 0.791880979710982 0.428467903147217 0.806289716191635
173 H126 1 21.5 163.264614 0.755582765557053 0.880220473348429 0.883615747937404 0.846083162156218 0.759994457598022 0.36196578208595 0.839053329259344
174 H126 2 21.9 160.0500176 0.676793429698653 0.808943731910608 0.880415117622252 0.71484928938845 0.675430523519103 0.43135166905262 0.818303089656222
175 H127 2 19.5 183.429876 0.804797872570193 0.886467620806118 0.913617333729482 0.823448356004238 0.802083921166571 0.436825606703147 0.83031839459398
176 H127 2 19.7 178.7503696 0.809689127509008 0.879960185067299 0.914928529609567 0.835662510323608 0.812681062190541 0.437249068529216 0.824559195391627
177 H128 1 19.3 192.1205532 0.745906217758879 0.871207828281061 0.873720854346772 0.82555435254119 0.758852925020185 0.292156170529563 0.807368741999119
178 H128 2 18.7 208.687344 0.836713020062707 0.896939321092383 0.885887700860202 0.847855988015007 0.836354287772902 0.318617183528442 0.820477328348601
179 H129 1 20.3 145.7215672 0.807138708837618 0.887105508135683 0.883130409260933 0.838859521478752 0.798250531327359 0.238672902964118 0.817015425974337
180 H129 1 22.2 95.1864328 0.721536046035658 0.855436595269572 0.872379660222362 0.819890807863946 0.719387979019772 0.367040613887899 0.821203970619423
181 H129 1 21.3 99.5992572 0.652299830443321 0.831952645281898 0.847583324661006 0.791102213413265 0.642361124730373 0.273927361648452 0.790181806482097
182 H129 2 20.7 124.5514348 0.785707856076661 0.879613284276454 0.896759601564019 0.850069572305618 0.793519274207522 0.40328952165107 0.836457767097565
183 H129 2 22.4 127.759088 0.79937164246622 0.882476734596543 0.902286534882469 0.827208798696927 0.79858802358672 0.364072211930256 0.841368830560662
184 H129 2 20.4 107.8560896 0.727364303009855 0.84011498210178 0.892838138123383 0.801561391061056 0.730700043610656 0.408287622173104 0.810595523706388
185 H130 1 20.4 200.8903408 0.8471247568213 0.910538443107641 0.899549051371805 0.878743333562018 0.849754634609747 0.45855107615534 0.861259014870936
186 H130 2 21.2 192.9856128 0.791241610659534 0.861471424355125 0.898645361822618 0.817142045471914 0.791738337227677 0.470312890306135 0.834830357974741
187 H131 1 21.4 121.96362 0.830426053267715 0.896289290397159 0.899228817446481 0.847033644447631 0.825082819571738 0.321742925770894 0.823933623318144
188 H131 2 21.3 144.8039076 0.748289687881574 0.873611826232497 0.895532534147837 0.845827621644016 0.755143070714567 0.407121444141957 0.752556765934704
