loc,expt,entry,plot,col,row,rep,plantHeight
7,4,178,3864,20,13,2,185
7,4,105,3895,20,14,2,180
7,4,127,3926,20,15,2,190
7,4,157,3554,20,3,2,190
7,4,159,3585,20,4,2,200
7,4,173,3616,20,5,2,215
7,4,57,3647,20,6,2,200
7,4,137,3678,20,7,2,205
7,4,20,3709,20,8,2,210
7,4,37,3740,20,9,2,210
7,4,70,3772,21,10,2,195
7,4,129,3803,21,11,2,195
7,4,15,3834,21,12,2,185
7,4,87,3865,21,13,2,180
7,4,117,3896,21,14,2,180
7,4,5,3927,21,15,2,200
7,4,172,3555,21,3,2,190
7,4,94,3586,21,4,2,180
7,4,135,3617,21,5,2,220
7,4,24,3648,21,6,2,205
7,4,61,3679,21,7,2,205
7,4,151,3710,21,8,2,215
7,4,180,3741,21,9,2,235
7,4,147,3773,22,10,2,200
7,4,86,3804,22,11,2,195
7,4,115,3835,22,12,2,195
7,4,11,3866,22,13,2,180
7,4,60,3897,22,14,2,180
7,4,100,3928,22,15,2,190
7,4,130,3556,22,3,2,185
7,4,97,3587,22,4,2,190
7,4,140,3618,22,5,2,210
7,4,178,3649,22,6,2,205
7,4,9,3680,22,7,2,185
7,4,32,3711,22,8,2,195
7,4,169,3742,22,9,2,208
7,4,92,3774,23,10,2,190
7,4,160,3805,23,11,2,175
7,4,59,3836,23,12,2,200
7,4,180,3867,23,13,2,170
7,4,131,3898,23,14,2,190
7,4,39,3929,23,15,2,185
7,4,178,3557,23,3,2,180
7,4,138,3588,23,4,2,185
7,4,146,3619,23,5,2,180
7,4,149,3650,23,6,2,200
7,4,13,3681,23,7,2,190
7,4,98,3712,23,8,2,210
7,4,96,3743,23,9,2,215
7,4,180,3775,24,10,2,195
7,4,16,3806,24,11,2,175
7,4,118,3837,24,12,2,210
7,4,106,3868,24,13,2,180
7,4,31,3899,24,14,2,170
7,4,43,3930,24,15,2,175
7,4,19,3558,24,3,2,145
7,4,170,3589,24,4,2,175
7,4,63,3620,24,5,2,180
7,4,152,3651,24,6,2,205
7,4,91,3682,24,7,2,180
7,4,175,3713,24,8,2,190
7,4,90,3744,24,9,2,215
7,4,74,3776,25,10,2,180
7,4,163,3807,25,11,2,185
7,4,164,3838,25,12,2,195
7,4,72,3869,25,13,2,205
7,4,158,3900,25,14,2,185
7,4,108,3931,25,15,2,190
7,4,148,3559,25,3,2,155
7,4,177,3590,25,4,2,175
7,4,2,3621,25,5,2,195
7,4,145,3652,25,6,2,190
7,4,179,3683,25,7,2,220
7,4,113,3714,25,8,2,190
7,4,62,3745,25,9,2,195
7,4,142,3777,26,10,2,190
7,4,93,3808,26,11,2,190
7,4,141,3839,26,12,2,200
7,4,1,3870,26,13,2,185
7,4,180,3901,26,14,2,195
7,4,54,3932,26,15,2,185
7,4,18,3560,26,3,2,135
7,4,180,3591,26,4,2,180
7,4,171,3622,26,5,2,180
7,4,38,3653,26,6,2,190
7,4,65,3684,26,7,2,190
7,4,34,3715,26,8,2,180
7,4,73,3746,26,9,2,185
7,4,165,3778,27,10,2,180
7,4,180,3809,27,11,2,185
7,4,25,3840,27,12,2,180
7,4,88,3871,27,13,2,170
7,4,48,3902,27,14,2,175
7,4,50,3933,27,15,2,180
7,4,27,3561,27,3,2,140
7,4,120,3592,27,4,2,175
7,4,167,3623,27,5,2,185
7,4,75,3654,27,6,2,185
7,4,30,3685,27,7,2,190
7,4,71,3716,27,8,2,195
7,4,95,3747,27,9,2,190
7,4,125,3779,28,10,2,200
7,4,29,3810,28,11,2,170
7,4,179,3841,28,12,2,200
7,4,101,3872,28,13,2,145
7,4,168,3903,28,14,2,155
7,4,103,3934,28,15,2,155
7,4,45,3562,28,3,2,155
7,4,161,3593,28,4,2,175
7,4,44,3624,28,5,2,175
7,4,46,3655,28,6,2,170
7,4,42,3686,28,7,2,190
7,4,179,3717,28,8,2,205
7,4,114,3748,28,9,2,190
7,4,14,3780,29,10,2,160
7,4,178,3811,29,11,2,170
7,4,84,3842,29,12,2,100
7,4,35,3873,29,13,2,110
7,4,40,3904,29,14,2,118
7,4,179,3935,29,15,2,120
7,4,76,3563,29,3,2,140
7,4,116,3594,29,4,2,160
7,4,179,3625,29,5,2,195
7,4,156,3656,29,6,2,185
7,4,112,3687,29,7,2,180
7,4,109,3718,29,8,2,180
7,4,80,3749,29,9,2,170
7,4,134,3754,3,10,1,220
7,4,60,3785,3,11,1,185
7,4,25,3816,3,12,1,185
7,4,179,3847,3,13,1,215
7,4,149,3878,3,14,1,170
7,4,177,3909,3,15,1,180
7,4,178,3537,3,3,1,170
7,4,106,3568,3,4,1,185
7,4,79,3599,3,5,1,210
7,4,59,3630,3,6,1,190
7,4,96,3661,3,7,1,185
7,4,78,3692,3,8,1,175
7,4,41,3723,3,9,1,210
7,4,77,3781,30,10,2,155
7,4,53,3812,30,11,2,127
7,4,178,3843,30,12,2,155
7,4,174,3874,30,13,2,120
7,4,132,3905,30,14,2,125
7,4,153,3936,30,15,2,130
7,4,144,3564,30,3,2,130
7,4,7,3595,30,4,2,145
7,4,99,3626,30,5,2,160
7,4,155,3657,30,6,2,155
7,4,10,3688,30,7,2,155
7,4,162,3719,30,8,2,138
7,4,22,3750,30,9,2,150
7,4,85,3782,31,10,2,190
7,4,150,3813,31,11,2,175
7,4,139,3844,31,12,2,180
7,4,119,3875,31,13,2,165
7,4,64,3906,31,14,2,165
7,4,41,3937,31,15,2,175
7,4,67,3565,31,3,2,105
7,4,143,3596,31,4,2,130
7,4,104,3627,31,5,2,140
7,4,107,3658,31,6,2,150
7,4,55,3689,31,7,2,180
7,4,110,3720,31,8,2,190
7,4,178,3751,31,9,2,200
7,4,33,3783,32,10,2,195
7,4,3,3814,32,11,2,205
7,4,52,3845,32,12,2,200
7,4,126,3876,32,13,2,190
7,4,17,3907,32,14,2,170
7,4,122,3938,32,15,2,180
7,4,79,3566,32,3,2,140
7,4,134,3597,32,4,2,130
7,4,28,3628,32,5,2,160
7,4,179,3659,32,6,2,195
7,4,136,3690,32,7,2,195
7,4,68,3721,32,8,2,175
7,4,89,3752,32,9,2,195
7,4,36,3784,33,10,2,205
7,4,154,3815,33,11,2,200
7,4,83,3846,33,12,2,190
7,4,179,3877,33,13,2,190
7,4,111,3908,33,14,2,180
7,4,123,3939,33,15,2,175
7,4,179,3567,33,3,2,120
7,4,12,3598,33,4,2,145
7,4,176,3629,33,5,2,150
7,4,102,3660,33,6,2,180
7,4,82,3691,33,7,2,200
7,4,58,3722,33,8,2,210
7,4,21,3753,33,9,2,210
7,4,179,3755,4,10,1,225
7,4,138,3786,4,11,1,210
7,4,137,3817,4,12,1,195
7,4,56,3848,4,13,1,200
7,4,170,3879,4,14,1,205
7,4,126,3910,4,15,1,205
7,4,167,3538,4,3,1,180
7,4,65,3569,4,4,1,205
7,4,9,3600,4,5,1,205
7,4,1,3631,4,6,1,205
7,4,180,3662,4,7,1,210
7,4,128,3693,4,8,1,190
7,4,7,3724,4,9,1,195
7,4,57,3756,5,10,1,195
7,4,85,3787,5,11,1,210
7,4,50,3818,5,12,1,210
7,4,48,3849,5,13,1,200
7,4,155,3880,5,14,1,175
7,4,147,3911,5,15,1,205
7,4,30,3539,5,3,1,190
7,4,133,3570,5,4,1,215
7,4,139,3601,5,5,1,210
7,4,46,3632,5,6,1,180
7,4,178,3663,5,7,1,200
7,4,125,3694,5,8,1,195
7,4,52,3725,5,9,1,195
7,4,179,3757,6,10,1,235
7,4,21,3788,6,11,1,205
7,4,140,3819,6,12,1,200
7,4,80,3850,6,13,1,180
7,4,180,3881,6,14,1,180
7,4,165,3912,6,15,1,190
7,4,34,3540,6,3,1,170
7,4,179,3571,6,4,1,220
7,4,17,3602,6,5,1,195
7,4,42,3633,6,6,1,205
7,4,102,3664,6,7,1,175
7,4,143,3695,6,8,1,195
7,4,63,3726,6,9,1,185
7,4,37,3758,7,10,1,195
7,4,179,3789,7,11,1,210
7,4,84,3820,7,12,1,190
7,4,131,3851,7,13,1,210
7,4,166,3882,7,14,1,190
7,4,112,3913,7,15,1,210
7,4,2,3541,7,3,1,195
7,4,136,3572,7,4,1,205
7,4,69,3603,7,5,1,215
7,4,121,3634,7,6,1,220
7,4,148,3665,7,7,1,205
7,4,45,3696,7,8,1,200
7,4,26,3727,7,9,1,215
7,4,158,3759,8,10,1,205
7,4,54,3790,8,11,1,195
7,4,62,3821,8,12,1,185
7,4,168,3852,8,13,1,190
7,4,38,3883,8,14,1,205
7,4,24,3914,8,15,1,195
7,4,180,3542,8,3,1,195
7,4,135,3573,8,4,1,205
7,4,31,3604,8,5,1,190
7,4,144,3635,8,6,1,210
7,4,16,3666,8,7,1,190
7,4,178,3697,8,8,1,190
7,4,151,3728,8,9,1,195
7,4,156,3760,9,10,1,185
7,4,107,3791,9,11,1,200
7,4,90,3822,9,12,1,210
7,4,40,3853,9,13,1,195
7,4,98,3884,9,14,1,185
7,4,178,3915,9,15,1,190
7,4,12,3543,9,3,1,190
7,4,157,3574,9,4,1,200
7,4,180,3605,9,5,1,210
7,4,11,3636,9,6,1,185
7,4,47,3667,9,7,1,195
7,4,111,3698,9,8,1,205
7,4,23,3729,9,9,1,210
6,4,59,2991,12,10,1,241
6,4,153,3006,12,11,1,272
6,4,179,3021,12,12,1,228
6,4,150,3036,12,13,1,246
6,4,169,3051,12,14,1,256
6,4,172,3066,12,15,1,240
6,4,159,3081,12,16,1,245
6,4,132,3096,12,17,1,228
6,4,61,3111,12,18,1,268
6,4,179,3126,12,19,2,230
6,4,165,3141,12,20,2,207
6,4,25,3156,12,21,2,231
6,4,74,3171,12,22,2,246
6,4,9,3186,12,23,2,241
6,4,177,3201,12,24,2,256
6,4,164,3216,12,25,2,236
6,4,180,3231,12,26,2,247
6,4,159,3246,12,27,2,242
6,4,79,3261,12,28,2,247
6,4,67,3276,12,29,2,240
6,4,117,3291,12,30,2,249
6,4,176,3306,12,31,2,233
6,4,137,3321,12,32,2,261
6,4,178,2916,12,5,1,227
6,4,33,2931,12,6,1,249
6,4,177,2946,12,7,1,251
6,4,174,2961,12,8,1,250
6,4,166,2976,12,9,1,260
6,4,157,2992,13,10,1,246
6,4,69,3007,13,11,1,242
6,4,80,3022,13,12,1,247
6,4,77,3037,13,13,1,238
6,4,102,3052,13,14,1,252
6,4,34,3067,13,15,1,229
6,4,179,3082,13,16,1,276
6,4,78,3097,13,17,1,240
6,4,15,3112,13,18,1,212
6,4,24,3127,13,19,2,216
6,4,126,3142,13,20,2,235
6,4,15,3157,13,21,2,237
6,4,30,3172,13,22,2,236
6,4,180,3187,13,23,2,234
6,4,155,3202,13,24,2,240
6,4,86,3217,13,25,2,246
6,4,8,3232,13,26,2,243
6,4,150,3247,13,27,2,243
6,4,35,3262,13,28,2,237
6,4,6,3277,13,29,2,260
6,4,178,3292,13,30,2,262
6,4,90,3307,13,31,2,253
6,4,10,3322,13,32,2,267
6,4,46,2917,13,5,1,222
6,4,29,2932,13,6,1,245
6,4,7,2947,13,7,1,220
6,4,86,2962,13,8,1,237
6,4,178,2977,13,9,1,255
6,4,137,2993,14,10,1,NA
6,4,127,3008,14,11,1,242
6,4,98,3023,14,12,1,255
6,4,179,3038,14,13,1,283
6,4,32,3053,14,14,1,252
6,4,21,3068,14,15,1,275
6,4,57,3083,14,16,1,252
6,4,87,3098,14,17,1,236
6,4,1,3113,14,18,1,229
6,4,80,3128,14,19,2,220
6,4,180,3143,14,20,2,228
6,4,175,3158,14,21,2,225
6,4,133,3173,14,22,2,251
6,4,171,3188,14,23,2,250
6,4,130,3203,14,24,2,223
6,4,176,3218,14,25,2,239
6,4,105,3233,14,26,2,249
6,4,178,3248,14,27,2,264
6,4,83,3263,14,28,2,248
6,4,66,3278,14,29,2,250
6,4,142,3293,14,30,2,249
6,4,70,3308,14,31,2,251
6,4,43,3323,14,32,2,239
6,4,8,2918,14,5,1,216
6,4,179,2933,14,6,1,262
6,4,118,2948,14,7,1,262
6,4,173,2963,14,8,1,274
6,4,156,2978,14,9,1,253
6,4,179,2994,15,10,1,281
6,4,152,3009,15,11,1,256
6,4,160,3024,15,12,1,248
6,4,13,3039,15,13,1,247
6,4,168,3054,15,14,1,242
6,4,117,3069,15,15,1,259
6,4,71,3084,15,16,1,275
6,4,178,3099,15,17,1,258
6,4,135,3114,15,18,1,234
6,4,116,3129,15,19,2,238
6,4,147,3144,15,20,2,253
6,4,81,3159,15,21,2,228
6,4,49,3174,15,22,2,227
6,4,36,3189,15,23,2,219
6,4,180,3204,15,24,2,210
6,4,21,3219,15,25,2,246
6,4,163,3234,15,26,2,240
6,4,122,3249,15,27,2,255
6,4,42,3264,15,28,2,255
6,4,38,3279,15,29,2,242
6,4,167,3294,15,30,2,256
6,4,179,3309,15,31,2,263
6,4,46,3324,15,32,2,258
6,4,76,2919,15,5,1,221
6,4,176,2934,15,6,1,223
6,4,167,2949,15,7,1,244
6,4,92,2964,15,8,1,241
6,4,64,2979,15,9,1,247
6,4,17,2995,16,10,1,256
6,4,170,3010,16,11,1,249
6,4,51,3025,16,12,1,262
6,4,27,3040,16,13,1,256
6,4,179,3055,16,14,1,277
6,4,24,3070,16,15,1,257
6,4,38,3085,16,16,1,256
6,4,3,3100,16,17,1,233
6,4,94,3115,16,18,1,228
6,4,97,3130,16,19,2,236
6,4,16,3145,16,20,2,228
6,4,178,3160,16,21,2,256
6,4,63,3175,16,22,2,236
6,4,128,3190,16,23,2,245
6,4,168,3205,16,24,2,254
6,4,54,3220,16,25,2,244
6,4,173,3235,16,26,2,250
6,4,1,3250,16,27,2,240
6,4,178,3265,16,28,2,254
6,4,92,3280,16,29,2,244
6,4,56,3295,16,30,2,244
6,4,7,3310,16,31,2,237
6,4,95,3325,16,32,2,241
6,4,154,2920,16,5,1,224
6,4,18,2935,16,6,1,242
6,4,180,2950,16,7,1,230
6,4,49,2965,16,8,1,243
6,4,28,2980,16,9,1,237
6,4,134,2996,17,10,1,252
6,4,178,3011,17,11,1,254
6,4,133,3026,17,12,1,253
6,4,161,3041,17,13,1,256
6,4,67,3056,17,14,1,255
6,4,119,3071,17,15,1,253
6,4,85,3086,17,16,1,240
6,4,88,3101,17,17,1,240
6,4,180,3116,17,18,1,229
6,4,65,3131,17,19,2,245
6,4,136,3146,17,20,2,238
6,4,69,3161,17,21,2,239
6,4,101,3176,17,22,2,231
6,4,177,3191,17,23,2,257
6,4,124,3206,17,24,2,260
6,4,179,3221,17,25,2,298
6,4,112,3236,17,26,2,278
6,4,146,3251,17,27,2,273
6,4,134,3266,17,28,2,252
6,4,82,3281,17,29,2,239
6,4,62,3296,17,30,2,234
6,4,47,3311,17,31,2,225
6,4,178,3326,17,32,2,260
6,4,164,2921,17,5,1,204
6,4,20,2936,17,6,1,240
6,4,22,2951,17,7,1,220
6,4,11,2966,17,8,1,222
6,4,9,2981,17,9,1,240
6,4,63,2997,18,10,1,239
6,4,155,3012,18,11,1,228
6,4,165,3027,18,12,1,240
6,4,53,3042,18,13,1,241
6,4,73,3057,18,14,1,247
6,4,179,3072,18,15,1,277
6,4,99,3087,18,16,1,257
6,4,79,3102,18,17,1,244
6,4,25,3117,18,18,1,226
6,4,84,3132,18,19,2,226
6,4,32,3147,18,20,2,225
6,4,34,3162,18,21,2,220
6,4,180,3177,18,22,2,237
6,4,141,3192,18,23,2,248
6,4,169,3207,18,24,2,270
6,4,48,3222,18,25,2,264
6,4,3,3237,18,26,2,246
6,4,154,3252,18,27,2,253
6,4,113,3267,18,28,2,270
6,4,178,3282,18,29,2,254
6,4,59,3297,18,30,2,232
6,4,151,3312,18,31,2,265
6,4,107,3327,18,32,2,249
6,4,144,2922,18,5,1,240
6,4,72,2937,18,6,1,240
6,4,45,2952,18,7,1,289
6,4,179,2967,18,8,1,280
6,4,10,2982,18,9,1,256
6,4,171,2998,19,10,1,264
6,4,26,3013,19,11,1,250
6,4,178,3028,19,12,1,257
6,4,121,3043,19,13,1,228
6,4,149,3058,19,14,1,230
6,4,147,3073,19,15,1,241
6,4,139,3088,19,16,1,254
6,4,113,3103,19,17,1,262
6,4,126,3118,19,18,1,245
6,4,179,3133,19,19,2,278
6,4,93,3148,19,20,2,233
6,4,98,3163,19,21,2,232
6,4,135,3178,19,22,2,226
6,4,172,3193,19,23,2,239
6,4,31,3208,19,24,2,247
6,4,50,3223,19,25,2,256
6,4,180,3238,19,26,2,262
6,4,44,3253,19,27,2,232
6,4,11,3268,19,28,2,234
6,4,55,3283,19,29,2,242
6,4,118,3298,19,30,2,239
6,4,57,3313,19,31,2,239
6,4,33,3328,19,32,2,220
6,4,179,2923,19,5,1,271
6,4,123,2938,19,6,1,235
6,4,124,2953,19,7,1,243
6,4,125,2968,19,8,1,269
6,4,162,2983,19,9,1,244
6,4,148,2984,3,10,1,232
6,4,5,2999,3,11,1,228
6,4,178,3014,3,12,1,272
6,4,97,3029,3,13,1,238
6,4,104,3044,3,14,1,234
6,4,93,3059,3,15,1,253
6,4,16,3074,3,16,1,238
6,4,4,3089,3,17,1,226
6,4,151,3104,3,18,1,246
6,4,178,3119,3,19,2,250
6,4,2,3134,3,20,2,249
6,4,87,3149,3,21,2,209
6,4,144,3164,3,22,2,242
6,4,68,3179,3,23,2,230
6,4,127,3194,3,24,2,241
6,4,28,3209,3,25,2,237
6,4,179,3224,3,26,2,259
6,4,108,3239,3,27,2,256
6,4,51,3254,3,28,2,251
6,4,53,3269,3,29,2,237
6,4,61,3284,3,30,2,252
6,4,73,3299,3,31,2,235
6,4,153,3314,3,32,2,251
6,4,180,2909,3,5,1,226
6,4,163,2924,3,6,1,220
6,4,95,2939,3,7,1,240
6,4,136,2954,3,8,1,244
6,4,83,2969,3,9,1,254
6,4,130,2985,4,10,1,254
6,4,68,3000,4,11,1,262
6,4,55,3015,4,12,1,250
6,4,101,3030,4,13,1,230
6,4,60,3045,4,14,1,256
6,4,39,3060,4,15,1,243
6,4,178,3075,4,16,1,275
6,4,43,3090,4,17,1,256
6,4,42,3105,4,18,1,248
6,4,157,3120,4,19,2,226
6,4,109,3135,4,20,2,229
6,4,39,3150,4,21,2,248
6,4,104,3165,4,22,2,241
6,4,179,3180,4,23,2,276
6,4,103,3195,4,24,2,236
6,4,145,3210,4,25,2,242
6,4,27,3225,4,26,2,239
6,4,143,3240,4,27,2,242
6,4,140,3255,4,28,2,264
6,4,94,3270,4,29,2,246
6,4,180,3285,4,30,2,222
6,4,91,3300,4,31,2,242
6,4,40,3315,4,32,2,257
6,4,103,2910,4,5,1,221
6,4,142,2925,4,6,1,255
6,4,112,2940,4,7,1,262
6,4,122,2955,4,8,1,242
6,4,179,2970,4,9,1,264
6,4,82,2986,5,10,1,257
6,4,111,3001,5,11,1,262
6,4,75,3016,5,12,1,263
6,4,180,3031,5,13,1,233
6,4,6,3046,5,14,1,265
6,4,158,3061,5,15,1,263
6,4,12,3076,5,16,1,260
6,4,91,3091,5,17,1,260
6,4,107,3106,5,18,1,246
6,4,89,3121,5,19,2,244
6,4,179,3136,5,20,2,300
6,4,60,3151,5,21,2,215
6,4,166,3166,5,22,2,247
6,4,4,3181,5,23,2,250
6,4,148,3196,5,24,2,256
6,4,12,3211,5,25,2,248
6,4,96,3226,5,26,2,272
6,4,179,3241,5,27,2,280
6,4,111,3256,5,28,2,251
6,4,52,3271,5,29,2,242
6,4,102,3286,5,30,2,263
6,4,174,3301,5,31,2,225
6,4,41,3316,5,32,2,259
6,4,65,2911,5,5,1,237
6,4,178,2926,5,6,1,255
6,4,114,2941,5,7,1,243
6,4,177,2956,5,8,1,257
6,4,36,2971,5,9,1,248
6,4,178,2987,6,10,1,250
6,4,129,3002,6,11,1,240
6,4,96,3017,6,12,1,263
6,4,23,3032,6,13,1,241
6,4,40,3047,6,14,1,248
6,4,176,3062,6,15,1,240
6,4,116,3077,6,16,1,255
6,4,180,3092,6,17,1,244
6,4,105,3107,6,18,1,244
6,4,156,3122,6,19,2,225
6,4,20,3137,6,20,2,235
6,4,170,3152,6,21,2,257
6,4,106,3167,6,22,2,256
6,4,71,3182,6,23,2,238
6,4,179,3197,6,24,2,267
6,4,72,3212,6,25,2,254
6,4,149,3227,6,26,2,252
6,4,22,3242,6,27,2,262
6,4,37,3257,6,28,2,250
6,4,110,3272,6,29,2,261
6,4,5,3287,6,30,2,254
6,4,180,3302,6,31,2,232
6,4,162,3317,6,32,2,237
6,4,56,2912,6,5,1,247
6,4,106,2927,6,6,1,240
6,4,14,2942,6,7,1,234
6,4,131,2957,6,8,1,259
6,4,120,2972,6,9,1,254
6,4,143,2988,7,10,1,233
6,4,145,3003,7,11,1,249
6,4,37,3018,7,12,1,255
6,4,146,3033,7,13,1,249
6,4,178,3048,7,14,1,263
6,4,110,3063,7,15,1,248
6,4,47,3078,7,16,1,251
6,4,128,3093,7,17,1,247
6,4,89,3108,7,18,1,220
6,4,120,3123,7,19,2,220
6,4,88,3138,7,20,2,226
6,4,178,3153,7,21,2,249
6,4,19,3168,7,22,2,249
6,4,160,3183,7,23,2,246
6,4,125,3198,7,24,2,276
6,4,100,3213,7,25,2,276
6,4,45,3228,7,26,2,243
6,4,119,3243,7,27,2,270
6,4,180,3258,7,28,2,204
6,4,77,3273,7,29,2,234
6,4,76,3288,7,30,2,244
6,4,18,3303,7,31,2,247
6,4,78,3318,7,32,2,259
6,4,19,2913,7,5,1,234
6,4,175,2928,7,6,1,235
6,4,179,2943,7,7,1,269
6,4,109,2958,7,8,1,239
6,4,41,2973,7,9,1,257
6,4,62,2989,8,10,1,249
6,4,180,3004,8,11,1,249
6,4,141,3019,8,12,1,259
6,4,115,3034,8,13,1,279
6,4,50,3049,8,14,1,267
6,4,52,3064,8,15,1,257
6,4,30,3079,8,16,1,259
6,4,2,3094,8,17,1,231
6,4,179,3109,8,18,1,277
6,4,132,3124,8,19,2,242
6,4,175,3139,8,20,2,236
6,4,85,3154,8,21,2,243
6,4,99,3169,8,22,2,256
6,4,161,3184,8,23,2,247
6,4,129,3199,8,24,2,256
6,4,178,3214,8,25,2,267
6,4,64,3229,8,26,2,249
6,4,138,3244,8,27,2,247
6,4,23,3259,8,28,2,248
6,4,17,3274,8,29,2,268
6,4,158,3289,8,30,2,251
6,4,13,3304,8,31,2,246
6,4,180,3319,8,32,2,241
6,4,66,2914,8,5,1,236
6,4,90,2929,8,6,1,267
6,4,74,2944,8,7,1,254
6,4,48,2959,8,8,1,271
6,4,44,2974,8,9,1,240
6,4,54,2990,9,10,1,285
6,4,35,3005,9,11,1,242
6,4,81,3020,9,12,1,249
6,4,138,3035,9,13,1,259
6,4,108,3050,9,14,1,230
6,4,179,3065,9,15,1,272
6,4,140,3080,9,16,1,250
6,4,175,3095,9,17,1,252
6,4,84,3110,9,18,1,231
6,4,139,3125,9,19,2,242
6,4,26,3140,9,20,2,234
6,4,29,3155,9,21,2,243
6,4,180,3170,9,22,2,243
6,4,58,3185,9,23,2,247
6,4,152,3200,9,24,2,251
6,4,14,3215,9,25,2,233
6,4,115,3230,9,26,2,259
6,4,121,3245,9,27,2,277
6,4,75,3260,9,28,2,248
6,4,178,3275,9,29,2,274
6,4,131,3290,9,30,2,281
6,4,114,3305,9,31,2,284
6,4,123,3320,9,32,2,254
6,4,70,2915,9,5,1,235
6,4,100,2930,9,6,1,254
