loc,expt,entry,plot,col,row,rep,yield
7,4,179,3757,6,10,1,1.666666667
7,4,21,3788,6,11,1,3.616666667
7,4,140,3819,6,12,1,4.8
7,4,80,3850,6,13,1,5.766666667
7,4,180,3881,6,14,1,3.883333333
7,4,165,3912,6,15,1,7.289425287
7,4,34,3540,6,3,1,6.206704981
7,4,179,3571,6,4,1,3
7,4,17,3602,6,5,1,4.85
7,4,42,3633,6,6,1,4.533333333
7,4,102,3664,6,7,1,3.983333333
7,4,143,3695,6,8,1,6.042452107
7,4,63,3726,6,9,1,4.366666667
7,4,37,3758,7,10,1,6.034482759
7,4,179,3789,7,11,1,7.07605364
7,4,84,3820,7,12,1,3.933333333
7,4,131,3851,7,13,1,4.033333333
7,4,166,3882,7,14,1,5.709463602
7,4,112,3913,7,15,1,3.716666667
7,4,2,3541,7,3,1,3.583333333
7,4,136,3572,7,4,1,2.85
7,4,69,3603,7,5,1,3.15
7,4,121,3634,7,6,1,0.883333333
7,4,148,3665,7,7,1,4.8
7,4,45,3696,7,8,1,5
7,4,26,3727,7,9,1,6.54183908
7,4,158,3759,8,10,1,3.7
7,4,54,3790,8,11,1,8.05
7,4,62,3821,8,12,1,2.916666667
7,4,168,3852,8,13,1,4.45
7,4,38,3883,8,14,1,4.533333333
7,4,24,3914,8,15,1,3.183333333
7,4,180,3542,8,3,1,5.3
7,4,135,3573,8,4,1,1.95
7,4,31,3604,8,5,1,5.366666667
7,4,144,3635,8,6,1,3.333333333
7,4,16,3666,8,7,1,2.233333333
7,4,178,3697,8,8,1,4.5
7,4,151,3728,8,9,1,4.466666667
7,4,156,3760,9,10,1,3.7
7,4,107,3791,9,11,1,3.833333333
7,4,90,3822,9,12,1,4.416666667
7,4,40,3853,9,13,1,4.1
7,4,98,3884,9,14,1,2.966666667
7,4,178,3915,9,15,1,3.233333333
7,4,12,3543,9,3,1,4.1
7,4,157,3574,9,4,1,2.1
7,4,180,3605,9,5,1,5.283333333
7,4,11,3636,9,6,1,1.533333333
7,4,47,3667,9,7,1,2.716666667
7,4,111,3698,9,8,1,3.45
7,4,23,3729,9,9,1,4.65
6,4,59,2991,12,10,1,7.240655172
6,4,153,3006,12,11,1,7.827226054
6,4,179,3021,12,12,1,6.018733716
6,4,150,3036,12,13,1,7.034950192
6,4,169,3051,12,14,1,5.959126437
6,4,172,3066,12,15,1,NA
6,4,159,3081,12,16,1,5.816091954
6,4,132,3096,12,17,1,6.996247126
6,4,61,3111,12,18,1,8.140375479
6,4,179,3126,12,19,2,4.706436782
6,4,165,3141,12,20,2,5.506398467
6,4,25,3156,12,21,2,5.178831418
6,4,74,3171,12,22,2,5.522758621
6,4,9,3186,12,23,2,6.483601533
6,4,177,3201,12,24,2,5.609515326
6,4,164,3216,12,25,2,4.306927203
6,4,180,3231,12,26,2,5.518812261
6,4,159,3246,12,27,2,7.181563218
6,4,79,3261,12,28,2,6.021166667
6,4,67,3276,12,29,2,5.001494253
6,4,117,3291,12,30,2,5.005001916
6,4,176,3306,12,31,2,6.057195402
6,4,137,3321,12,32,2,7.317808429
6,4,178,2916,12,5,1,6.801103448
6,4,33,2931,12,6,1,6.171563218
6,4,177,2946,12,7,1,7.981321839
6,4,174,2961,12,8,1,6.70801341
6,4,166,2976,12,9,1,5.644168582
6,4,157,2992,13,10,1,7.071505747
6,4,69,3007,13,11,1,8.413984674
6,4,80,3022,13,12,1,6.978522989
6,4,77,3037,13,13,1,6.819923372
6,4,102,3052,13,14,1,7.789854406
6,4,34,3067,13,15,1,4.059812261
6,4,179,3082,13,16,1,6.204072797
6,4,78,3097,13,17,1,7.296241379
6,4,15,3112,13,18,1,6.653218391
6,4,24,3127,13,19,2,3.689758621
6,4,126,3142,13,20,2,4.834111111
6,4,15,3157,13,21,2,7.750153257
6,4,30,3172,13,22,2,8.017787356
6,4,180,3187,13,23,2,5.934036398
6,4,155,3202,13,24,2,9.932011494
6,4,86,3217,13,25,2,7.368869732
6,4,8,3232,13,26,2,5.890444444
6,4,150,3247,13,27,2,7.12085249
6,4,35,3262,13,28,2,7.639758621
6,4,6,3277,13,29,2,8.441208812
6,4,178,3292,13,30,2,6.41262069
6,4,90,3307,13,31,2,4.334574713
6,4,10,3322,13,32,2,3.577034483
6,4,46,2917,13,5,1,8.494448276
6,4,29,2932,13,6,1,7.113425287
6,4,7,2947,13,7,1,5.319463602
6,4,86,2962,13,8,1,5.548086207
6,4,178,2977,13,9,1,8.371980843
6,4,137,2993,14,10,1,5.624808429
6,4,127,3008,14,11,1,5.596260536
6,4,98,3023,14,12,1,6.316609195
6,4,179,3038,14,13,1,7.676775862
6,4,32,3053,14,14,1,6.949808429
6,4,21,3068,14,15,1,7.637413793
6,4,57,3083,14,16,1,6.053793103
6,4,87,3098,14,17,1,8.803590038
6,4,1,3113,14,18,1,7.03554023
6,4,80,3128,14,19,2,6.006203065
6,4,180,3143,14,20,2,6.369051724
6,4,175,3158,14,21,2,6.071977011
6,4,133,3173,14,22,2,8.119992337
6,4,171,3188,14,23,2,5.617429119
6,4,130,3203,14,24,2,5.412258621
6,4,176,3218,14,25,2,7.323390805
6,4,105,3233,14,26,2,6.994636015
6,4,178,3248,14,27,2,7.927471264
6,4,83,3263,14,28,2,6.943444444
6,4,66,3278,14,29,2,5.910609195
6,4,142,3293,14,30,2,6.588413793
6,4,70,3308,14,31,2,7.656377395
6,4,43,3323,14,32,2,6.643827586
6,4,8,2918,14,5,1,5.374065134
6,4,179,2933,14,6,1,7.587344828
6,4,118,2948,14,7,1,5.235747126
6,4,173,2963,14,8,1,6.918875479
6,4,156,2978,14,9,1,6.367816092
6,4,179,2994,15,10,1,6.055982759
6,4,152,3009,15,11,1,6.777030651
6,4,160,3024,15,12,1,5.997844828
6,4,13,3039,15,13,1,6.5348659
6,4,168,3054,15,14,1,5.46043295
6,4,117,3069,15,15,1,6.872881226
6,4,71,3084,15,16,1,7.762992337
6,4,178,3099,15,17,1,7.691800766
6,4,135,3114,15,18,1,7.069122605
6,4,116,3129,15,19,2,6.510704981
6,4,147,3144,15,20,2,6.088333333
6,4,81,3159,15,21,2,7.686785441
6,4,49,3174,15,22,2,5.836157088
6,4,36,3189,15,23,2,8.225854406
6,4,180,3204,15,24,2,8.682517241
6,4,21,3219,15,25,2,6.415241379
6,4,163,3234,15,26,2,7.592183908
6,4,122,3249,15,27,2,5.898007663
6,4,42,3264,15,28,2,8.148896552
6,4,38,3279,15,29,2,4.762643678
6,4,167,3294,15,30,2,4.990528736
6,4,179,3309,15,31,2,7.523800766
6,4,46,3324,15,32,2,6.821628352
6,4,76,2919,15,5,1,6.570206897
6,4,176,2934,15,6,1,7.063388889
6,4,167,2949,15,7,1,2.467637931
6,4,92,2964,15,8,1,8.138704981
6,4,64,2979,15,9,1,6.160298851
6,4,17,2995,16,10,1,5.88335249
6,4,170,3010,16,11,1,7.64664751
6,4,51,3025,16,12,1,6.275743295
6,4,27,3040,16,13,1,7.19291954
6,4,179,3055,16,14,1,8.843337165
6,4,24,3070,16,15,1,8.124534483
6,4,38,3085,16,16,1,5.202233716
6,4,3,3100,16,17,1,5.827258621
6,4,94,3115,16,18,1,6.497965517
6,4,97,3130,16,19,2,6.446344828
6,4,16,3145,16,20,2,5.236268199
6,4,178,3160,16,21,2,5.478212644
6,4,63,3175,16,22,2,5.752917625
6,4,128,3190,16,23,2,6.190781609
6,4,168,3205,16,24,2,7.946360153
6,4,54,3220,16,25,2,10.26050958
6,4,173,3235,16,26,2,7.591810345
6,4,1,3250,16,27,2,7.689862069
6,4,178,3265,16,28,2,7.841101533
6,4,92,3280,16,29,2,5.719241379
6,4,56,3295,16,30,2,9.108199234
6,4,7,3310,16,31,2,8.138505747
6,4,95,3325,16,32,2,6.829275862
6,4,154,2920,16,5,1,6.422145594
6,4,18,2935,16,6,1,6.356061303
6,4,180,2950,16,7,1,3.512068966
6,4,49,2965,16,8,1,3.006559387
6,4,28,2980,16,9,1,7.150114943
6,4,134,2996,17,10,1,7.710756705
6,4,178,3011,17,11,1,9.047318008
6,4,133,3026,17,12,1,9.825321839
6,4,161,3041,17,13,1,6.512779693
6,4,67,3056,17,14,1,8.002710728
6,4,119,3071,17,15,1,7.062321839
6,4,85,3086,17,16,1,4.332931034
6,4,88,3101,17,17,1,4.713766284
6,4,180,3116,17,18,1,4.763731801
6,4,65,3131,17,19,2,4.703111111
6,4,136,3146,17,20,2,7.513333333
6,4,69,3161,17,21,2,8.487735632
6,4,101,3176,17,22,2,5.150126437
6,4,177,3191,17,23,2,10.14052107
6,4,124,3206,17,24,2,8.986199234
6,4,179,3221,17,25,2,7.456783525
6,4,112,3236,17,26,2,7.880551724
6,4,146,3251,17,27,2,9.27937931
6,4,134,3266,17,28,2,9.205329502
6,4,82,3281,17,29,2,6.757758621
6,4,62,3296,17,30,2,7.884750958
6,4,47,3311,17,31,2,5.848844828
6,4,178,3326,17,32,2,6.812749042
6,4,164,2921,17,5,1,8.057637931
6,4,20,2936,17,6,1,7.595655172
6,4,22,2951,17,7,1,8.413141762
6,4,11,2966,17,8,1,5.909923372
6,4,9,2981,17,9,1,8.147862069
6,4,63,2997,18,10,1,6.291111111
6,4,155,3012,18,11,1,7.271831418
6,4,165,3027,18,12,1,6.502988506
6,4,53,3042,18,13,1,5.667969349
6,4,73,3057,18,14,1,7.289091954
6,4,179,3072,18,15,1,7.710425287
6,4,99,3087,18,16,1,7.382758621
6,4,79,3102,18,17,1,8.626819923
6,4,25,3117,18,18,1,5.730153257
6,4,84,3132,18,19,2,7.925522989
6,4,32,3147,18,20,2,7.406911877
6,4,34,3162,18,21,2,6.923586207
6,4,180,3177,18,22,2,9.570291188
6,4,141,3192,18,23,2,8.1328659
6,4,169,3207,18,24,2,7.418666667
6,4,48,3222,18,25,2,9.426636015
6,4,3,3237,18,26,2,12.19326437
6,4,154,3252,18,27,2,10.35580843
6,4,113,3267,18,28,2,11.21472414
6,4,178,3282,18,29,2,8.859743295
6,4,59,3297,18,30,2,10.64938697
6,4,151,3312,18,31,2,9.577166667
6,4,107,3327,18,32,2,10.01017433
6,4,144,2922,18,5,1,6.992465517
6,4,72,2937,18,6,1,8.714
6,4,45,2952,18,7,1,8.941340996
6,4,179,2967,18,8,1,5.829578544
6,4,10,2982,18,9,1,7.308045977
6,4,171,2998,19,10,1,9.196045977
6,4,26,3013,19,11,1,9.195068966
6,4,178,3028,19,12,1,7.619954023
6,4,121,3043,19,13,1,8.472883142
6,4,149,3058,19,14,1,8.994331418
6,4,147,3073,19,15,1,7.862574713
6,4,139,3088,19,16,1,6.04708046
6,4,113,3103,19,17,1,4.759902299
6,4,126,3118,19,18,1,4.859452107
6,4,179,3133,19,19,2,6.282111111
6,4,93,3148,19,20,2,3.635747126
6,4,98,3163,19,21,2,4.238494253
6,4,135,3178,19,22,2,3.544444444
6,4,172,3193,19,23,2,2.775680077
6,4,31,3208,19,24,2,3.599555556
6,4,50,3223,19,25,2,2.445793103
6,4,180,3238,19,26,2,7.450114943
6,4,44,3253,19,27,2,6.71451341
6,4,11,3268,19,28,2,5.575137931
6,4,55,3283,19,29,2,4.513386973
6,4,118,3298,19,30,2,6.373668582
6,4,57,3313,19,31,2,6.505457854
6,4,33,3328,19,32,2,7.033603448
6,4,179,2923,19,5,1,9.739333333
6,4,123,2938,19,6,1,12.3619387
6,4,124,2953,19,7,1,9.798172414
6,4,125,2968,19,8,1,9.117931034
6,4,162,2983,19,9,1,7.638862069
6,4,148,2984,3,10,1,8.493381226
6,4,5,2999,3,11,1,6.30267433
6,4,178,3014,3,12,1,5.017655172
6,4,97,3029,3,13,1,6.398178161
6,4,104,3044,3,14,1,5.91837931
6,4,93,3059,3,15,1,6.194034483
6,4,16,3074,3,16,1,7.186840996
6,4,4,3089,3,17,1,5.81359387
6,4,151,3104,3,18,1,6.633436782
6,4,178,3119,3,19,2,7.306440613
6,4,2,3134,3,20,2,6.750059387
6,4,87,3149,3,21,2,5.509787356
6,4,144,3164,3,22,2,7.278348659
6,4,68,3179,3,23,2,5.525007663
6,4,127,3194,3,24,2,5.697639847
6,4,28,3209,3,25,2,6.520885057
6,4,179,3224,3,26,2,8.347586207
6,4,108,3239,3,27,2,8.755141762
6,4,51,3254,3,28,2,6.406718391
6,4,53,3269,3,29,2,7.861557471
6,4,61,3284,3,30,2,6.393206897
6,4,73,3299,3,31,2,6.778333333
6,4,153,3314,3,32,2,7.379203065
6,4,180,2909,3,5,1,6.155850575
6,4,163,2924,3,6,1,5.126896552
6,4,95,2939,3,7,1,5.822402299
6,4,136,2954,3,8,1,6.297145594
6,4,83,2969,3,9,1,7.792126437
6,4,130,2985,4,10,1,6.594683908
6,4,68,3000,4,11,1,6.537597701
6,4,55,3015,4,12,1,4.382950192
6,4,101,3030,4,13,1,7.40966092
6,4,60,3045,4,14,1,5.665582375
6,4,39,3060,4,15,1,6.287019157
6,4,178,3075,4,16,1,6.275057471
6,4,43,3090,4,17,1,7.052965517
6,4,42,3105,4,18,1,7.944444444
6,4,157,3120,4,19,2,5.968954023
6,4,109,3135,4,20,2,7.407260536
6,4,39,3150,4,21,2,5.451275862
6,4,104,3165,4,22,2,4.929664751
6,4,179,3180,4,23,2,5.384042146
6,4,103,3195,4,24,2,4.38848659
6,4,145,3210,4,25,2,3.748873563
6,4,27,3225,4,26,2,5.888448276
6,4,143,3240,4,27,2,5.326954023
6,4,140,3255,4,28,2,5.214461686
6,4,94,3270,4,29,2,5.367662835
6,4,180,3285,4,30,2,6.408318008
