loc,expt,entry,plot,col,row,rep,yield
7,4,179,3757,6,10,1,1.666666667
7,4,21,3788,6,11,1,3.616666667
7,4,140,3819,6,12,1,4.8
7,4,80,3850,6,13,1,5.766666667
7,4,180,3881,6,14,1,3.883333333
7,4,165,3912,6,15,1,7.289425287
7,4,34,3540,6,3,1,6.206704981
7,4,179,3571,6,4,1,3
7,4,17,3602,6,5,1,4.85
7,4,42,3633,6,6,1,4.533333333
7,4,102,3664,6,7,1,3.983333333
7,4,143,3695,6,8,1,6.042452107
7,4,63,3726,6,9,1,4.366666667
7,4,37,3758,7,10,1,6.034482759
7,4,179,3789,7,11,1,7.07605364
7,4,84,3820,7,12,1,3.933333333
7,4,131,3851,7,13,1,4.033333333
7,4,166,3882,7,14,1,5.709463602
7,4,112,3913,7,15,1,3.716666667
7,4,2,3541,7,3,1,3.583333333
7,4,136,3572,7,4,1,2.85
7,4,69,3603,7,5,1,3.15
7,4,121,3634,7,6,1,0.883333333
7,4,148,3665,7,7,1,4.8
7,4,45,3696,7,8,1,5
7,4,26,3727,7,9,1,6.54183908
7,4,158,3759,8,10,1,3.7
7,4,54,3790,8,11,1,8.05
7,4,62,3821,8,12,1,2.916666667
7,4,168,3852,8,13,1,4.45
7,4,38,3883,8,14,1,4.533333333
7,4,24,3914,8,15,1,3.183333333
7,4,180,3542,8,3,1,5.3
7,4,135,3573,8,4,1,1.95
7,4,31,3604,8,5,1,5.366666667
7,4,144,3635,8,6,1,3.333333333
7,4,16,3666,8,7,1,2.233333333
7,4,178,3697,8,8,1,4.5
7,4,151,3728,8,9,1,4.466666667
7,4,156,3760,9,10,1,3.7
7,4,107,3791,9,11,1,3.833333333
7,4,90,3822,9,12,1,4.416666667
7,4,40,3853,9,13,1,4.1
7,4,98,3884,9,14,1,2.966666667
7,4,178,3915,9,15,1,3.233333333
7,4,12,3543,9,3,1,4.1
7,4,157,3574,9,4,1,2.1
7,4,180,3605,9,5,1,5.283333333
7,4,11,3636,9,6,1,1.533333333
7,4,47,3667,9,7,1,2.716666667
7,4,111,3698,9,8,1,3.45
7,4,23,3729,9,9,1,4.65
